"User_ID","Product_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Product_Category_1","Product_Category_2","Product_Category_3"
1003693,"P00200642","M","26-35",15,"B","1",1,10,16,NA
1004132,"P00250842","M","26-35",17,"C","2",0,8,NA,NA
1003261,"P00188542","M","46-50",20,"B","1",1,5,8,14
1005536,"P00344342","M","26-35",16,"B","2",1,8,14,NA
1003013,"P00014642","M","46-50",17,"B","2",1,8,14,17
1002211,"P00227742","M","46-50",6,"C","2",1,5,14,NA
1000889,"P00091142","M","46-50",20,"A","1",0,8,NA,NA
1000667,"P00351342","M","26-35",18,"C","2",1,1,2,16
1005630,"P00003642","M","36-45",17,"B","1",0,8,NA,NA
1004715,"P0097342","M","26-35",2,"B","3",0,1,15,16
1004698,"P00265242","F","26-35",6,"B","2",1,5,8,NA
1000656,"P00161242","F","46-50",16,"C","3",1,1,5,12
1002895,"P00150142","M","26-35",11,"B","4+",0,8,NA,NA
1004860,"P00115442","M","26-35",2,"A","2",0,8,NA,NA
1000338,"P00032042","M","36-45",7,"A","1",0,1,2,15
1005317,"P00131642","F","26-35",0,"A","1",0,8,NA,NA
1000346,"P00248142","F","26-35",0,"B","2",0,5,NA,NA
1004337,"P00270542","M","18-25",20,"C","4+",0,1,6,8
1001897,"P00121142","F","51-55",2,"A","1",1,8,NA,NA
1005291,"P00215642","M","46-50",1,"C","3",1,8,NA,NA
1000339,"P00289042","M","51-55",7,"C","1",1,8,NA,NA
1002777,"P00126142","M","18-25",4,"B","2",0,8,16,NA
1005084,"P00320842","M","18-25",4,"B","1",0,1,4,9
1003900,"P00025442","F","26-35",14,"B","2",1,1,2,9
1004375,"P00196142","F","26-35",5,"B","1",0,3,4,5
1004272,"P00144642","M","46-50",17,"B","0",0,1,15,16
1002659,"P00266642","M","36-45",14,"B","4+",1,1,8,9
1003825,"P00190042","M","18-25",1,"B","0",0,3,4,5
1002952,"P00112442","M","26-35",4,"B","1",0,6,8,NA
1005765,"P00334242","M","26-35",11,"B","2",1,1,8,NA
1005413,"P00273742","M","36-45",1,"B","1",0,1,17,NA
1001974,"P00185342","M","36-45",17,"B","1",0,3,4,NA
1005555,"P00061142","M","0-17",10,"B","2",0,8,16,NA
1001179,"P00185442","M","51-55",1,"B","2",1,15,NA,NA
1004271,"P00153842","M","36-45",7,"B","2",0,8,14,16
1004379,"P00021742","M","26-35",4,"B","3",0,5,NA,NA
1003661,"P00201442","M","36-45",12,"C","0",1,1,6,8
1004354,"P00228142","M","36-45",14,"B","2",0,5,NA,NA
1003066,"P00057542","M","18-25",4,"A","2",0,3,4,5
1003900,"P00232442","F","26-35",14,"B","2",1,5,NA,NA
1002949,"P00183442","M","26-35",17,"B","2",0,1,2,NA
1000048,"P00010242","M","26-35",4,"B","3",1,5,NA,NA
1002605,"P00150942","M","36-45",7,"C","0",1,6,11,13
1005254,"P00034042","M","18-25",4,"C","1",1,1,2,16
1004508,"P00128742","M","26-35",20,"A","2",0,1,NA,NA
1004390,"P00002142","M","26-35",0,"B","2",0,1,5,8
1004257,"P00230442","M","51-55",16,"C","2",1,14,NA,NA
1003422,"P00237542","M","26-35",5,"B","2",0,1,15,16
1002969,"P00173242","M","26-35",7,"C","4+",1,5,NA,NA
1005761,"P00159442","M","26-35",20,"B","1",1,5,8,NA
1003453,"P00002542","M","36-45",7,"C","1",0,8,14,NA
1005555,"P00078142","M","0-17",10,"B","2",0,8,16,NA
1000698,"P00210942","M","18-25",4,"A","1",0,5,12,NA
1001333,"P00005042","M","26-35",17,"A","4+",0,6,16,NA
1003189,"P00074342","M","26-35",16,"A","1",0,5,NA,NA
1003823,"P00161842","M","55+",7,"B","1",0,10,13,16
1003266,"P00154242","F","26-35",4,"A","0",0,8,NA,NA
1003526,"P00320942","M","36-45",2,"B","1",1,1,4,9
1003471,"P00359142","M","18-25",4,"A","1",0,16,NA,NA
1002887,"P00151742","M","26-35",3,"B","3",1,8,15,16
1000954,"P00002542","F","26-35",0,"B","1",1,8,14,NA
1002063,"P00320742","M","26-35",4,"A","3",0,1,4,9
1005344,"P00051442","F","51-55",1,"C","3",0,8,17,NA
1000019,"P00157142","M","0-17",10,"A","3",0,11,16,NA
1001041,"P00276342","M","46-50",2,"B","2",0,5,NA,NA
1003606,"P00184942","F","26-35",15,"C","1",0,1,8,17
1004728,"P00351142","M","26-35",19,"B","3",0,1,8,17
1004738,"P00034742","M","55+",1,"C","1",0,5,14,17
1001920,"P00084042","F","36-45",7,"B","1",0,12,14,NA
1004222,"P00297942","F","46-50",17,"C","2",0,8,NA,NA
1004482,"P00048542","F","36-45",1,"A","1",0,8,14,NA
1000118,"P00242742","M","36-45",17,"C","4+",0,1,2,9
1001088,"P00367042","F","0-17",10,"A","3",0,8,NA,NA
1002899,"P00173942","M","36-45",14,"A","3",1,1,5,6
1003476,"P00193942","M","51-55",0,"B","2",1,11,NA,NA
1000651,"P00336142","M","36-45",7,"B","2",0,5,12,NA
1001941,"P00182642","M","36-45",17,"A","1",0,2,4,9
1005783,"P00325742","F","46-50",1,"C","3",1,2,9,NA
1003380,"P00176042","M","51-55",0,"B","2",1,8,17,NA
1004060,"P00045342","M","26-35",18,"C","2",1,1,5,17
1003191,"P00049142","M","26-35",12,"B","4+",0,1,15,NA
1000456,"P00220142","M","36-45",0,"A","0",0,1,15,NA
1003683,"P00293742","M","26-35",2,"B","3",1,8,NA,NA
1005458,"P00317842","F","18-25",2,"A","1",0,8,NA,NA
1005657,"P00150542","M","51-55",14,"A","1",0,5,NA,NA
1004808,"P00205842","M","36-45",0,"A","1",1,5,NA,NA
1002918,"P00211542","M","26-35",12,"B","2",0,5,NA,NA
1000497,"P00196042","F","26-35",17,"C","0",0,4,9,15
1001438,"P00317942","M","18-25",2,"C","0",0,8,16,NA
1000476,"P00154042","M","36-45",0,"B","0",0,1,2,15
1002777,"P00160042","M","18-25",4,"B","2",0,1,13,16
1003916,"P00054942","M","26-35",4,"A","2",1,5,8,NA
1002820,"P00157342","F","36-45",0,"A","2",0,8,NA,NA
1000150,"P00313342","M","36-45",7,"B","0",1,5,NA,NA
1003391,"P00251342","M","18-25",4,"A","0",0,5,11,NA
1002627,"P00110742","M","26-35",1,"B","2",1,1,2,8
1005509,"P00282542","M","26-35",0,"A","1",0,8,NA,NA
1000773,"P00307542","M","26-35",6,"B","3",0,1,15,NA
1005441,"P00323942","M","51-55",7,"C","0",1,8,15,NA
1000402,"P00109242","M","26-35",11,"B","1",1,6,8,10
1003308,"P00136542","F","18-25",20,"B","3",1,5,8,NA
1002840,"P00117542","M","26-35",0,"A","1",1,18,NA,NA
1001693,"P00010842","M","26-35",12,"C","1",1,8,16,NA
1004448,"P00010742","M","26-35",14,"A","0",0,1,8,17
1003140,"P00178242","F","26-35",4,"C","1",0,8,NA,NA
1001016,"P00010342","M","55+",16,"C","3",0,8,14,NA
1005629,"P00110842","M","26-35",14,"C","1",0,1,2,5
1003177,"P00177842","F","26-35",6,"C","3",0,8,NA,NA
1001776,"P00251342","M","26-35",0,"B","4+",1,5,11,NA
1001926,"P00110742","F","0-17",0,"B","1",0,1,2,8
1000937,"P00208742","M","26-35",15,"A","2",1,1,6,16
1002451,"P00262242","M","46-50",12,"C","1",1,1,11,16
1002185,"P00057642","M","46-50",17,"C","2",1,1,15,16
1004688,"P00270842","M","26-35",9,"C","3",1,5,NA,NA
1002026,"P00088242","M","51-55",16,"C","1",1,6,10,13
1004883,"P00110942","F","0-17",10,"C","1",0,1,2,NA
1005814,"P00269542","M","26-35",0,"B","0",0,11,15,NA
1005124,"P00177742","M","36-45",2,"B","1",0,8,NA,NA
1006007,"P00165442","M","36-45",17,"C","2",0,1,15,16
1000138,"P00028242","M","18-25",20,"C","1",1,6,8,NA
1005599,"P00033342","M","36-45",7,"A","1",0,5,14,NA
1003921,"P00046142","M","26-35",14,"C","2",1,1,16,NA
1004243,"P00191942","M","55+",7,"C","2",1,2,3,4
1002900,"P00345742","M","18-25",12,"C","2",1,1,2,15
1001767,"P00111042","M","26-35",20,"C","1",0,15,NA,NA
1002067,"P00116242","M","51-55",16,"B","2",0,8,15,NA
1004344,"P00001042","M","26-35",1,"A","4+",0,1,2,16
1000777,"P00052042","M","18-25",19,"B","1",0,1,NA,NA
1001501,"P00156242","M","26-35",11,"A","3",0,4,5,9
1004745,"P00051442","F","18-25",4,"C","4+",0,8,17,NA
1005539,"P00111842","F","26-35",20,"B","1",1,8,NA,NA
1000118,"P00145042","M","36-45",17,"C","4+",0,1,2,5
1005046,"P00058642","M","26-35",16,"A","0",0,18,NA,NA
1003929,"P00086442","M","26-35",5,"B","1",1,8,13,15
1005368,"P00159542","F","26-35",17,"C","1",0,10,15,16
1003204,"P00313042","M","46-50",16,"B","3",1,5,14,NA
1000058,"P00233442","M","26-35",2,"B","3",0,1,2,15
1004234,"P00183842","F","46-50",3,"B","1",0,4,9,12
1004647,"P00184042","M","36-45",20,"B","1",1,1,8,NA
1004531,"P00112542","M","18-25",4,"C","2",0,1,11,15
1005880,"P00070042","M","26-35",1,"A","1",1,1,2,16
1004909,"P00119042","F","36-45",12,"B","2",0,5,NA,NA
1001866,"P00058442","M","26-35",7,"A","4+",1,5,14,NA
1002140,"P00084842","M","46-50",14,"C","2",1,8,16,NA
1001635,"P00271542","M","26-35",0,"B","1",0,18,NA,NA
1002268,"P00069542","F","36-45",1,"C","4+",0,5,NA,NA
1004808,"P00228342","M","36-45",0,"A","1",1,1,13,16
1004829,"P00213042","M","26-35",0,"B","2",0,1,2,15
1005100,"P00176342","M","51-55",6,"B","1",1,8,NA,NA
1001130,"P00253042","M","18-25",7,"C","1",0,8,NA,NA
1002978,"P00090942","M","36-45",20,"C","1",0,1,2,14
1000549,"P00325242","M","26-35",6,"A","3",0,16,NA,NA
1003397,"P00158742","M","26-35",5,"B","0",0,5,8,NA
1003013,"P00129542","M","46-50",17,"B","2",1,8,14,NA
1003336,"P00208742","M","36-45",17,"B","2",1,1,6,16
1002492,"P00114942","F","46-50",2,"C","4+",1,1,15,16
1000245,"P00344942","M","36-45",16,"B","0",0,5,NA,NA
1002651,"P00009342","M","55+",14,"C","3",1,1,16,NA
1003669,"P00304642","M","26-35",14,"A","2",0,2,14,15
1002172,"P00288042","M","18-25",20,"B","2",0,8,NA,NA
1002419,"P00014542","M","26-35",0,"B","3",1,8,NA,NA
1003367,"P00116342","M","51-55",16,"A","1",1,2,NA,NA
1005671,"P00259342","M","26-35",1,"C","4+",0,5,9,NA
1003056,"P00006942","M","26-35",18,"C","1",1,1,5,6
1003618,"P00146442","M","55+",17,"A","4+",1,8,NA,NA
1001597,"P00220442","M","26-35",12,"B","1",1,5,14,NA
1003251,"P00118542","M","36-45",17,"C","3",0,5,8,NA
1001646,"P00365142","M","26-35",20,"B","1",1,6,16,NA
1000678,"P00260142","M","26-35",0,"A","0",1,5,14,NA
1005394,"P00302042","M","18-25",0,"A","2",0,5,NA,NA
1003313,"P00028842","M","36-45",20,"A","2",0,6,8,NA
1004757,"P00270242","M","36-45",17,"C","1",0,8,NA,NA
1002258,"P0096742","F","18-25",4,"B","4+",0,2,4,12
1000937,"P00276642","M","26-35",15,"A","2",1,8,11,NA
1004934,"P00083842","F","26-35",0,"A","2",0,5,14,NA
1001139,"P00354542","M","26-35",1,"C","2",0,5,NA,NA
1002235,"P00194442","M","0-17",10,"C","2",0,5,NA,NA
1003850,"P00198642","M","18-25",3,"B","0",0,8,14,NA
1002878,"P00362842","F","51-55",20,"A","2",1,5,18,NA
1001117,"P00086242","M","18-25",14,"B","3",0,10,NA,NA
1004578,"P00138542","M","26-35",0,"A","4+",0,5,6,NA
1000307,"P00123742","M","51-55",16,"B","0",1,11,NA,NA
1003658,"P00233742","F","26-35",7,"C","4+",0,1,15,NA
1005955,"P00113242","F","26-35",7,"A","1",0,1,6,8
1001853,"P00033942","M","51-55",0,"B","1",1,5,NA,NA
1003433,"P00213242","M","18-25",12,"A","1",0,5,8,NA
1002010,"P00127242","M","18-25",4,"B","0",0,1,16,NA
1002383,"P00058142","F","26-35",14,"B","3",0,3,4,12
1000603,"P00136742","F","26-35",6,"C","1",1,1,14,16
1002153,"P00117442","M","18-25",16,"B","3",0,5,14,NA
1001616,"P00005942","M","26-35",0,"C","0",1,2,4,9
1001645,"P00075642","F","18-25",9,"B","1",1,4,5,NA
1000238,"P00184642","F","51-55",7,"B","0",0,8,14,NA
1003436,"P00054042","M","36-45",0,"C","1",0,18,NA,NA
1004447,"P00045842","M","46-50",5,"B","0",1,5,14,NA
1001817,"P00110642","M","36-45",1,"A","3",0,5,NA,NA
1002913,"P00116842","F","36-45",20,"B","3",1,2,5,8
1005890,"P00266042","M","36-45",20,"C","3",0,8,NA,NA
1001613,"P00008542","M","18-25",20,"A","1",0,2,8,NA
1003992,"P00222842","M","26-35",4,"B","1",0,8,NA,NA
1002962,"P00025142","M","36-45",3,"A","2",0,13,16,NA
1002454,"P00321742","M","18-25",0,"B","1",0,5,8,17
1005561,"P00286742","F","26-35",3,"C","0",1,1,16,NA
1004732,"P00219542","M","26-35",14,"B","2",1,5,6,NA
1001264,"P00178142","M","26-35",1,"A","3",0,8,17,NA
1005433,"P00149442","F","36-45",17,"B","3",1,1,8,16
1003576,"P00165042","M","51-55",7,"B","3",1,2,4,NA
1004170,"P00251242","M","46-50",7,"C","4+",1,5,11,NA
1005779,"P00059442","M","26-35",5,"A","1",0,6,8,16
1001147,"P00331342","M","26-35",20,"B","3",1,8,16,NA
1002638,"P00260042","M","26-35",14,"B","2",0,5,8,NA
1006006,"P00058242","F","0-17",0,"C","1",0,3,4,12
1001807,"P00130642","M","18-25",17,"C","3",0,11,16,NA
1000746,"P00187842","F","18-25",19,"B","3",0,1,16,NA
1002570,"P00005042","F","55+",14,"C","0",1,6,16,NA
1001835,"P00031042","M","26-35",19,"B","3",0,8,NA,NA
1005595,"P00151742","M","26-35",20,"B","1",0,8,15,16
1005340,"P00213242","F","51-55",3,"C","1",1,5,8,NA
1002964,"P00212042","M","26-35",17,"B","3",0,13,15,NA
1004277,"P00058242","M","36-45",16,"A","0",0,3,4,12
1003715,"P00295942","M","18-25",5,"B","2",0,2,5,15
1002907,"P00133442","F","36-45",5,"A","4+",0,1,16,NA
1005949,"P00238442","M","18-25",17,"B","3",1,6,NA,NA
1004897,"P00266642","M","36-45",16,"B","3",0,1,8,9
1001976,"P00154242","M","36-45",5,"C","0",1,8,NA,NA
1001546,"P00145942","M","26-35",4,"A","4+",1,6,8,13
1005008,"P00321742","M","26-35",20,"B","1",1,5,8,17
1004478,"P00277642","M","0-17",12,"A","1",0,2,3,10
1003526,"P00182242","M","36-45",2,"B","1",1,1,5,6
1005673,"P00189642","F","36-45",1,"B","2",0,8,13,NA
1002928,"P00111042","M","26-35",2,"B","1",1,15,NA,NA
1002092,"P00047242","M","55+",1,"B","4+",1,1,5,NA
1001540,"P00129642","M","46-50",0,"A","4+",1,5,NA,NA
1004507,"P00000642","M","18-25",4,"B","1",1,1,6,16
1001109,"P00118042","M","18-25",10,"C","1",0,8,NA,NA
1005894,"P00133442","M","36-45",0,"C","1",0,1,16,NA
1002133,"P00332642","F","0-17",10,"C","3",0,5,8,NA
1000415,"P00177642","F","36-45",0,"A","2",1,8,NA,NA
1004945,"P00025442","M","51-55",0,"C","4+",1,1,2,9
1003343,"P00249642","F","18-25",4,"B","1",0,3,5,NA
1000023,"P00161942","M","36-45",0,"B","3",1,5,8,NA
1000820,"P00355142","M","36-45",7,"A","1",0,1,15,NA
1003484,"P00337542","M","18-25",4,"C","1",0,5,14,NA
1000329,"P00352242","M","36-45",7,"A","1",0,1,6,16
1001209,"P00266542","M","36-45",7,"C","1",1,2,16,NA
1001303,"P00212242","M","26-35",19,"A","4+",0,8,NA,NA
1003389,"P00175242","M","18-25",0,"A","0",0,2,NA,NA
1004223,"P00086342","F","36-45",17,"A","2",0,8,NA,NA
1001377,"P00262242","M","36-45",16,"B","3",1,1,11,16
1004277,"P00228742","M","36-45",16,"A","0",0,8,16,NA
1003778,"P00052742","M","26-35",0,"B","4+",1,16,NA,NA
1001112,"P00260042","M","18-25",6,"A","4+",0,5,8,NA
1000264,"P00282742","M","36-45",0,"B","1",1,5,NA,NA
1005287,"P00223242","M","26-35",8,"C","0",0,5,14,NA
1004808,"P00119542","M","36-45",0,"A","1",1,8,14,NA
1001298,"P00205242","M","36-45",6,"B","4+",0,5,NA,NA
1004984,"P00022942","M","36-45",0,"A","1",1,5,8,NA
1003402,"P00192042","M","36-45",20,"B","4+",0,5,9,14
1000324,"P00083942","M","36-45",17,"B","0",1,12,14,NA
1005418,"P00178642","F","26-35",0,"C","1",1,5,15,NA
1002766,"P00161942","M","46-50",7,"C","1",1,5,8,NA
1001194,"P00076042","F","26-35",1,"B","1",1,8,NA,NA
1004915,"P00145042","M","26-35",12,"B","2",1,1,2,5
1003611,"P00192542","M","26-35",2,"C","4+",0,1,2,9
1005812,"P00150142","F","26-35",7,"A","1",1,8,NA,NA
1003824,"P00361642","M","26-35",17,"A","3",1,5,NA,NA
1003690,"P00053442","M","18-25",0,"B","2",0,1,2,16
1005419,"P00213242","F","18-25",12,"C","3",1,5,8,NA
1004653,"P00242842","M","36-45",12,"B","3",1,5,14,NA
1004662,"P00230342","F","18-25",4,"B","1",1,5,14,NA
1003123,"P00329542","M","26-35",2,"B","3",0,1,15,16
1002327,"P00003442","M","18-25",10,"C","2",0,4,5,8
1003272,"P00124642","M","36-45",0,"B","1",0,16,NA,NA
1001470,"P00222442","M","18-25",4,"A","1",1,5,NA,NA
1003087,"P00057542","F","0-17",1,"B","0",0,3,4,5
1000424,"P00273542","M","26-35",17,"A","3",0,8,14,NA
1004793,"P00051842","F","26-35",6,"B","2",1,4,8,NA
1003832,"P00156442","F","26-35",7,"B","1",1,8,NA,NA
1004447,"P00185442","M","46-50",5,"B","0",1,15,NA,NA
1001465,"P00352142","M","51-55",16,"B","4+",1,1,6,16
1005686,"P00125942","M","55+",16,"A","1",1,1,2,15
1004510,"P00201342","M","46-50",7,"A","4+",1,1,2,9
1001150,"P00139842","F","26-35",20,"A","1",0,5,NA,NA
1004785,"P00303742","F","26-35",14,"A","0",1,8,NA,NA
1003233,"P00102342","M","51-55",2,"A","4+",0,8,14,17
1002774,"P00243942","M","26-35",1,"A","1",0,1,2,15
1002561,"P00199142","M","26-35",15,"A","2",1,5,8,14
1001780,"P00022642","M","36-45",1,"B","0",0,5,8,NA
1004227,"P00019042","M","26-35",19,"A","0",0,5,8,14
1004916,"P00134342","M","18-25",20,"C","4+",0,5,NA,NA
1002063,"P00078742","M","26-35",4,"A","3",0,5,8,14
1002681,"P00036142","F","26-35",4,"B","1",0,5,NA,NA
1004985,"P00214242","M","36-45",0,"C","3",0,1,16,NA
1005550,"P00322042","M","36-45",15,"B","2",0,5,8,NA
1005054,"P00030642","M","36-45",2,"B","0",0,8,NA,NA
1004810,"P00053342","M","18-25",12,"B","0",0,1,2,4
1001611,"P00179542","M","26-35",0,"B","1",0,11,NA,NA
1004946,"P00117842","F","36-45",1,"B","1",0,5,13,16
1004514,"P00110942","M","18-25",3,"C","2",1,1,2,NA
1001693,"P00351142","M","26-35",12,"C","1",1,1,8,17
1000190,"P00198042","M","26-35",17,"A","1",0,11,16,NA
1004490,"P00005042","M","36-45",5,"B","1",0,6,16,NA
1003618,"P00173842","M","55+",17,"A","4+",1,1,2,15
1004940,"P00342742","F","51-55",11,"B","1",0,8,14,NA
1004447,"P00189342","M","46-50",5,"B","0",1,5,NA,NA
1000445,"P00169742","M","46-50",12,"A","1",1,1,8,15
1001244,"P00221842","M","26-35",4,"A","4+",1,1,8,NA
1001040,"P00150542","M","26-35",11,"C","1",1,5,NA,NA
1001556,"P00321742","M","18-25",4,"A","3",1,5,8,17
1001509,"P00284142","M","0-17",0,"B","3",0,3,4,NA
1002536,"P00293342","M","55+",13,"B","4+",1,8,NA,NA
1003888,"P00189542","M","46-50",17,"C","0",1,8,17,NA
1003402,"P00116042","M","36-45",20,"B","4+",0,8,NA,NA
1006011,"P00220142","M","36-45",15,"C","3",0,1,15,NA
1000731,"P00001742","M","46-50",3,"A","0",1,8,14,NA
1004571,"P00250942","M","36-45",7,"C","2",1,11,16,NA
1004619,"P00013642","F","26-35",1,"B","4+",1,8,14,NA
1003091,"P00189642","F","26-35",0,"C","1",1,8,13,NA
1000499,"P00307442","F","26-35",1,"A","1",0,5,8,NA
1003993,"P00193942","M","26-35",0,"B","2",0,11,NA,NA
1001828,"P00151742","M","18-25",4,"B","1",0,8,15,16
1004620,"P00230942","F","18-25",17,"B","1",1,5,14,NA
1003793,"P00230742","M","18-25",4,"C","3",0,5,NA,NA
1002852,"P00179942","M","26-35",12,"C","1",0,11,NA,NA
1004028,"P00046742","M","26-35",4,"A","2",0,1,2,15
1000195,"P00325742","M","26-35",12,"B","4+",1,2,9,NA
1002916,"P00040442","M","46-50",2,"C","3",0,5,14,NA
1003529,"P00233042","F","46-50",1,"C","0",1,1,8,NA
1003150,"P00234542","F","26-35",3,"C","4+",1,5,NA,NA
1004277,"P00266442","M","36-45",16,"A","0",0,5,NA,NA
1000770,"P00313542","M","18-25",4,"B","2",1,5,8,NA
1001673,"P00289942","M","0-17",10,"C","1",0,3,4,5
1003413,"P00184942","F","26-35",17,"B","2",0,1,8,17
1005097,"P00111542","M","55+",16,"C","3",0,2,17,NA
1002753,"P00048742","F","51-55",20,"B","1",1,5,NA,NA
1004502,"P00356942","M","51-55",0,"C","1",1,8,17,NA
1003154,"P00242842","F","26-35",4,"A","0",0,5,14,NA
1004425,"P00134842","M","36-45",7,"B","1",0,5,NA,NA
1002215,"P00022342","F","26-35",0,"B","2",1,8,16,NA
1002037,"P00364842","M","55+",14,"C","3",0,5,16,NA
1000026,"P00143342","M","26-35",7,"B","2",1,1,14,16
1004658,"P00221142","M","26-35",4,"B","3",1,1,NA,NA
1000629,"P00010542","F","0-17",10,"C","2",0,2,4,5
1003931,"P00247542","M","26-35",5,"C","1",0,8,16,NA
1003118,"P00241242","M","26-35",0,"B","1",0,1,11,15
1004682,"P00070042","M","26-35",7,"B","3",1,1,2,16
1003651,"P00273442","M","26-35",14,"A","1",0,12,14,17
1004653,"P00003242","M","36-45",12,"B","3",1,8,15,NA
1001764,"P00303342","M","18-25",0,"B","1",0,1,16,NA
1004041,"P00280842","M","18-25",3,"B","2",0,1,8,NA
1001817,"P00114942","M","36-45",1,"A","3",0,1,15,16
1004064,"P00356942","M","46-50",0,"A","1",1,8,17,NA
1005046,"P00034642","M","26-35",16,"A","0",0,4,5,NA
1000245,"P00317542","M","36-45",16,"B","0",0,1,8,NA
1003420,"P00350642","F","26-35",7,"A","3",0,8,NA,NA
1003982,"P0099842","M","55+",13,"C","2",0,5,12,14
1000195,"P00322742","M","26-35",12,"B","4+",1,8,11,NA
1004440,"P00348342","M","36-45",1,"C","1",1,8,17,NA
1000957,"P00114042","M","36-45",1,"C","2",1,5,14,NA
1003724,"P00326942","M","36-45",6,"B","4+",0,5,14,NA
1004662,"P00010742","F","18-25",4,"B","1",1,1,8,17
1005512,"P00346942","F","26-35",17,"B","2",1,1,5,NA
1005780,"P00302742","M","18-25",17,"B","1",0,8,NA,NA
1001647,"P00024642","M","18-25",18,"B","0",0,5,14,NA
1001100,"P00144242","M","26-35",0,"B","0",1,5,14,NA
1003869,"P00289242","M","18-25",17,"C","0",0,1,8,NA
1002146,"P00144642","M","18-25",2,"C","3",1,1,15,16
1005282,"P0094742","F","18-25",4,"B","1",1,2,4,5
1001011,"P00274942","M","26-35",8,"C","4+",1,8,NA,NA
1000594,"P00083942","F","55+",13,"B","3",0,12,14,NA
1004497,"P00105242","M","51-55",0,"B","3",1,11,NA,NA
1003283,"P00065242","M","36-45",16,"C","0",1,2,3,4
1002124,"P00319142","M","26-35",0,"B","1",1,5,14,NA
1000933,"P00315642","M","46-50",1,"C","3",1,8,13,NA
1004607,"P00139542","M","26-35",0,"B","4+",0,5,NA,NA
1001449,"P00081142","M","36-45",20,"A","1",1,6,8,14
1005961,"P00034142","F","46-50",0,"A","3",0,8,13,16
1000337,"P00079142","M","18-25",19,"C","0",0,11,NA,NA
1003198,"P00109942","M","26-35",12,"A","1",0,8,NA,NA
1001806,"P00213742","M","18-25",4,"B","1",0,8,NA,NA
1004058,"P00003642","M","26-35",6,"B","3",1,8,NA,NA
1000880,"P00216342","M","36-45",17,"A","1",0,3,4,5
1002641,"P00177342","M","26-35",6,"C","1",1,8,NA,NA
1000398,"P00250342","M","26-35",17,"B","3",1,16,NA,NA
1002938,"P00178842","F","26-35",0,"B","1",0,2,4,9
1002926,"P00042142","F","18-25",2,"B","1",0,1,2,6
1000975,"P00271942","M","36-45",0,"B","2",1,5,8,NA
1003599,"P00216142","M","26-35",16,"C","3",0,1,16,NA
1003471,"P00176642","M","18-25",4,"A","1",0,6,8,NA
1003998,"P00174542","M","46-50",0,"C","4+",1,11,15,NA
1000202,"P00046742","M","18-25",4,"A","3",0,1,2,15
1005455,"P00054542","F","18-25",17,"C","4+",0,1,2,3
1001958,"P00047742","F","26-35",1,"B","3",0,16,NA,NA
1003391,"P00316642","M","18-25",4,"A","0",0,4,5,NA
1003683,"P00319242","M","26-35",2,"B","3",1,8,NA,NA
1002665,"P00367642","M","36-45",11,"B","1",0,5,NA,NA
1003159,"P00350942","F","26-35",15,"B","1",0,3,4,5
1000249,"P00135742","F","18-25",14,"C","2",0,6,8,NA
1000832,"P00358742","M","18-25",2,"C","4+",0,5,NA,NA
1003868,"P00037042","M","18-25",12,"C","0",0,1,15,NA
1000430,"P00084542","F","18-25",10,"C","1",1,5,NA,NA
1001693,"P00033342","M","26-35",12,"C","1",1,5,14,NA
1004482,"P0095642","F","36-45",1,"A","1",0,5,NA,NA
1003416,"P00242142","M","26-35",12,"B","4+",1,5,9,NA
1001912,"P00146042","M","26-35",4,"A","1",1,1,13,15
1001530,"P00057942","M","26-35",4,"A","1",1,1,2,6
1004424,"P00112542","M","26-35",7,"A","2",0,1,11,15
1000536,"P00174142","M","26-35",20,"C","1",0,3,4,9
1000757,"P00161442","M","26-35",12,"A","1",0,5,14,NA
1000132,"P00230642","M","26-35",17,"C","1",0,5,NA,NA
1004447,"P00345842","M","46-50",5,"B","0",1,2,8,14
1005871,"P00182742","F","26-35",4,"B","1",0,1,2,14
1002168,"P00154242","M","0-17",10,"B","4+",0,8,NA,NA
1004448,"P00053842","M","26-35",14,"A","0",0,4,5,12
1002466,"P00275842","M","26-35",15,"B","4+",0,2,9,15
1001448,"P00000742","F","26-35",3,"A","1",0,5,14,NA
1005605,"P00187942","F","18-25",2,"A","0",0,4,8,NA
1003673,"P00129442","M","26-35",2,"B","1",0,5,8,NA
1001150,"P00070942","F","26-35",20,"A","1",0,3,5,16
1000161,"P00213842","M","46-50",16,"C","4+",1,7,NA,NA
1005307,"P00140742","M","26-35",5,"C","1",0,1,15,NA
1001969,"P00277642","F","26-35",3,"B","4+",0,2,3,10
1001266,"P00313642","M","26-35",4,"B","0",1,6,10,NA
1000453,"P00139942","M","18-25",4,"B","1",0,5,NA,NA
1001130,"P00116142","M","18-25",7,"C","1",0,10,13,16
1002015,"P00001242","M","18-25",4,"B","4+",0,5,11,NA
1001340,"P00211142","M","26-35",7,"A","2",0,5,NA,NA
1002546,"P00295442","F","55+",13,"C","4+",0,8,NA,NA
1003532,"P00165842","F","36-45",14,"B","1",0,14,NA,NA
1004418,"P00265242","F","51-55",0,"A","2",0,5,8,NA
1004725,"P00217142","M","36-45",5,"A","2",0,1,15,NA
1004451,"P00015842","M","26-35",14,"B","2",1,1,14,16
1005686,"P00150542","M","55+",16,"A","1",1,5,NA,NA
1005468,"P00116142","M","26-35",12,"A","1",0,10,13,16
