"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours"
27407,"city_98",0.949,"Male","Has","No","Graduate","STEM","11","10000+","Pvt Ltd","1",45
9681,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","","","1",21
29118,"city_16",0.91,"Male","Has","No","Graduate","STEM","6","10000+","Pvt Ltd","1",3
17585,"city_114",0.926,"Male","Has","No","Graduate","STEM","11","100-500","Pvt Ltd","2",8
21112,"city_116",0.743,"Male","Has","Full","Masters","STEM","7","50-99","Public Sector","1",17
20952,"city_136",0.897,"Male","Has","No","Masters","STEM","7","50-99","Pvt Ltd","2",30
25795,"city_103",0.92,"Male","No","No","Graduate","STEM",">20","1000-4999","NGO","4",75
18122,"city_28",0.939,"Male","Has","No","Masters","STEM",">20","10000+","Pvt Ltd",">4",9
27035,"city_167",0.921,"Male","Has","Full","Masters","STEM","5","100-500","Pvt Ltd","1",10
18819,"city_50",0.896,"Male","Has","No","Graduate","STEM","9","<10","Pvt Ltd","4",59
12241,"city_114",0.926,"Male","Has","No","Masters","STEM",">20","500-999","","never",16
23008,"city_160",0.92,"Male","Has","No","Masters","STEM","9","5000-9999","Pvt Ltd","1",11
18229,"city_50",0.896,"Male","No","No","High","","10","","","1",18
12371,"city_21",0.624,"Male","No","Full","Graduate","STEM","3","100-500","Pvt Ltd","1",94
16418,"city_114",0.926,"Male","Has","No","Graduate","STEM","20","100-500","Pvt Ltd","3",84
15556,"city_64",0.666,"Male","Has","No","Graduate","STEM","7","100-500","Pvt Ltd","1",126
1520,"city_75",0.939,"Female","No","No","Graduate","Humanities","8","10/49","NGO",">4",74
9757,"city_160",0.92,"Male","Has","No","Graduate","STEM",">20","100-500","Pvt Ltd","4",78
26598,"city_160",0.92,"Male","Has","No","Graduate","STEM","19","100-500","NGO","1",50
25808,"city_71",0.884,"Male","Has","No","Masters","STEM",">20","100-500","Pvt Ltd","1",56
30541,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",55
9185,"city_83",0.923,"Male","Has","Full","High","","4","","","2",42
7713,"city_103",0.92,"Male","Has","No","Graduate","STEM","18","50-99","Pvt Ltd",">4",126
30516,"city_103",0.92,"Male","Has","No","Graduate","STEM","5","10/49","Pvt Ltd",">4",94
26711,"city_136",0.897,"Male","Has","No","Masters","STEM",">20","50-99","Pvt Ltd",">4",22
20188,"city_103",0.92,"Female","Has","No","Graduate","STEM","6","50-99","Early Stage Startup","2",310
5896,"city_149",0.689,"Male","Has","No","Graduate","STEM","19","10/49","Pvt Ltd","1",11
10212,"city_160",0.92,"Female","Has","No","Graduate","Humanities","3","<10","Funded Startup","2",33
4695,"city_104",0.924,"Male","Has","Full","High","","6","<10","","3",23
17783,"city_65",0.802,"Male","Has","Full","Graduate","STEM","<1","10000+","Pvt Ltd","2",11
1378,"city_75",0.939,"Male","Has","No","Graduate","STEM","17","50-99","Pvt Ltd","3",71
21492,"city_158",0.766,"Male","Has","Part","Graduate","Business Degree","9","1000-4999","Pvt Ltd",">4",112
30094,"city_48",0.493,"Male","Has","No","High","","5","","","never",18
31860,"city_103",0.92,"Male","Has","No","Graduate","STEM","5","5000-9999","NGO","2",25
13955,"city_57",0.866,"Male","Has","No","Masters","STEM","8","100-500","Pvt Ltd","2",32
12026,"city_150",0.698,"Male","Has","No","Graduate","STEM","3","","Pvt Ltd","1",52
28931,"city_103",0.92,"Female","No","No","Graduate","No Major","16","","Pvt Ltd","1",104
14681,"city_40",0.776,"Male","Has","No","High","","16","100-500","Funded Startup",">4",76
8542,"city_45",0.89,"Female","No","Part","Graduate","STEM","3","","","1",72
18727,"city_16",0.91,"Male","Has","No","Graduate","STEM",">20","50-99","Pvt Ltd","3",44
32594,"city_83",0.923,"Male","Has","No","Graduate","STEM","11","50-99","Funded Startup","2",152
270,"city_16",0.91,"Male","No","Full","High","","6","","Pvt Ltd","never",51
29808,"city_159",0.843,"Male","Has","No","High","","3","<10","Pvt Ltd","1",15
32183,"city_114",0.926,"Male","Has","Full","High","","5","","Pvt Ltd","1",94
8667,"city_176",0.764,"Male","Has","No","Graduate","STEM","7","50-99","Pvt Ltd","1",48
16130,"city_103",0.92,"Female","Has","No","Graduate","Other","5","10000+","","2",83
5443,"city_103",0.92,"Male","Has","No","Masters","STEM","9","100-500","Funded Startup","1",96
16016,"city_16",0.91,"Male","Has","No","Masters","STEM",">20","100-500","Pvt Ltd","2",12
28358,"city_77",0.83,"Male","Has","Full","Graduate","STEM","6","100-500","Pvt Ltd",">4",40
3497,"city_61",0.913,"Male","No","No","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",23
1599,"city_142",0.727,"Male","Has","No","Graduate","STEM","18","100-500","Pvt Ltd",">4",182
9905,"city_160",0.92,"Male","Has","No","Graduate","STEM","15","100-500","Pvt Ltd","4",266
7272,"city_73",0.754,"Male","No","No","Graduate","STEM","13","","",">4",42
23054,"city_103",0.92,"Male","Has","No","High","","19","","","1",56
13724,"city_114",0.926,"Male","No","Full","Masters","STEM","9","50-99","Public Sector","2",2
22010,"city_103",0.92,"Male","Has","No","Graduate","STEM","12","","Pvt Ltd","1",165
26857,"city_97",0.925,"Male","Has","No","Graduate","STEM","4","50-99","Pvt Ltd","1",46
24633,"city_160",0.92,"Male","Has","No","Graduate","Arts","4","","","never",73
23778,"city_114",0.926,"Male","Has","No","Masters","STEM",">20","","","never",58
12364,"city_28",0.939,"Male","Has","No","Graduate","STEM","12","50-99","Pvt Ltd","1",7
20669,"city_114",0.926,"Female","Has","No","Masters","STEM","11","50-99","Pvt Ltd","2",8
19069,"city_103",0.92,"Male","Has","Part","Graduate","STEM","7","10000+","Pvt Ltd","3",21
10209,"city_128",0.527,"Male","Has","No","Graduate","STEM","9","<10","Pvt Ltd","2",145
5766,"city_16",0.91,"Male","Has","No","Graduate","STEM","5","10000+","Pvt Ltd","1",20
13971,"city_160",0.92,"Male","Has","No","Graduate","STEM","6","50-99","Public Sector","2",42
19855,"city_64",0.666,"Male","Has","Part","","","5","50-99","Pvt Ltd","2",116
7193,"city_103",0.92,"Male","No","Full","High","","5","10000+","Pvt Ltd","1",55
29901,"city_160",0.92,"Male","Has","No","Masters","STEM",">20","100-500","Funded Startup","4",42
17976,"city_50",0.896,"Male","No","Full","High","","4","","","2",11
26112,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","10000+","Pvt Ltd",">4",143
11827,"city_83",0.923,"Male","No","Part","Graduate","STEM","14","50-99","Pvt Ltd","1",72
12672,"city_114",0.926,"Male","Has","","High","","17","10/49","Pvt Ltd","2",138
12321,"city_103",0.92,"Female","Has","No","Masters","STEM",">20","","Pvt Ltd","2",12
3549,"city_103",0.92,"Male","Has","No","Masters","STEM",">20","1000-4999","Pvt Ltd",">4",28
4416,"city_24",0.698,"Male","Has","No","Masters","STEM","11","10000+","Pvt Ltd","1",83
25781,"city_99",0.915,"Male","Has","No","Graduate","STEM","16","<10","Pvt Ltd","3",77
597,"city_103",0.92,"Male","Has","No","Graduate","STEM","12","500-999","","1",39
3805,"city_73",0.754,"Male","Has","No","Masters","STEM","4","500-999","","1",92
2292,"city_21",0.624,"Male","Has","No","Graduate","STEM","3","10/49","Pvt Ltd","1",58
15846,"city_103",0.92,"Male","Has","No","Masters","STEM","10","10000+","Pvt Ltd","1",29
21369,"city_76",0.698,"Male","Has","No","Masters","STEM","14","<10","Public Sector","1",21
32863,"city_103",0.92,"Male","No","No","Graduate","Other",">20","100-500","Funded Startup","3",23
5338,"city_160",0.92,"Female","No","No","Graduate","STEM","4","100-500","NGO","1",54
12779,"city_16",0.91,"Male","Has","No","High","","14","","",">4",34
33152,"city_21",0.624,"Male","Has","No","Masters","STEM","3","100-500","Pvt Ltd","1",11
15637,"city_67",0.855,"Male","Has","No","Graduate","Humanities","3","100-500","Pvt Ltd","1",70
9519,"city_8",0.698,"Male","No","","","","6","","","1",33
8221,"city_83",0.923,"Male","Has","No","Masters","STEM","15","100-500","Pvt Ltd","4",24
10231,"city_159",0.843,"Male","Has","No","Graduate","STEM","14","100-500","Early Stage Startup","2",22
20501,"city_16",0.91,"Male","No","Full","Graduate","No Major",">20","50-99","NGO",">4",44
3416,"city_160",0.92,"Male","Has","No","Graduate","STEM","7","10/49","Pvt Ltd","2",112
11372,"city_103",0.92,"Male","Has","No","Graduate","Business Degree","9","100-500","Pvt Ltd","1",17
32746,"city_28",0.939,"Male","Has","Part","High","","5","1000-4999","Pvt Ltd","1",54
27309,"city_116",0.743,"Male","Has","Part","Graduate","STEM","11","","","1",23
13568,"city_100",0.887,"Male","Has","No","Graduate","STEM","2","500-999","Pvt Ltd","2",17
20191,"city_16",0.91,"Female","No","Full","High","","<1","50-99","Funded Startup","1",94
32132,"city_103",0.92,"Male","Has","No","Graduate","STEM","6","500-999","Pvt Ltd","1",52
7688,"city_103",0.92,"Male","Has","No","Graduate","STEM","14","10/49","Pvt Ltd","4",44
23779,"city_103",0.92,"Male","Has","No","Masters","STEM","19","10000+","Pvt Ltd","1",32
27756,"city_103",0.92,"Male","Has","No","Masters","STEM","16","10000+","Public Sector","2",21
15940,"city_103",0.92,"Male","Has","No","Graduate","STEM","5","5000-9999","Pvt Ltd","2",6
14557,"city_65",0.802,"Male","Has","No","Graduate","STEM","11","","Pvt Ltd","never",86
12107,"city_114",0.926,"Male","Has","No","Graduate","STEM","10","1000-4999","Pvt Ltd","never",16
28873,"city_103",0.92,"Male","Has","","Graduate","STEM","2","100-500","NGO","1",143
26503,"city_160",0.92,"Male","Has","No","Graduate","STEM","15","<10","Pvt Ltd",">4",20
21595,"city_21",0.624,"Male","Has","","Graduate","STEM","10","","",">4",98
4611,"city_23",0.899,"Male","Has","No","Graduate","STEM","17","","","never",33
16697,"city_16",0.91,"Male","Has","No","Masters","STEM","18","10/49","Pvt Ltd","1",41
7790,"city_16",0.91,"Male","Has","No","Graduate","STEM","9","50-99","Pvt Ltd","1",9
21989,"city_16",0.91,"Male","Has","No","Graduate","STEM","19","100-500","Pvt Ltd","4",24
15983,"city_21",0.624,"Male","Has","No","Masters","STEM","8","100-500","Pvt Ltd","1",72
12591,"city_114",0.926,"Male","No","No","High","","2","","","1",48
30485,"city_98",0.949,"Male","No","No","Masters","STEM","9","1000-4999","Pvt Ltd","1",11
27249,"city_114",0.926,"Male","Has","No","Masters","STEM","17","100-500","Pvt Ltd","1",19
2679,"city_16",0.91,"Male","Has","No","Masters","STEM","6","10000+","Pvt Ltd","4",71
30379,"city_149",0.689,"Male","Has","No","Graduate","STEM","5","500-999","Funded Startup","2",122
6731,"city_16",0.91,"Male","Has","No","Masters","STEM","20","1000-4999","Pvt Ltd",">4",11
23955,"city_103",0.92,"Male","No","No","High","","4","","","1",89
10846,"city_50",0.896,"Male","Has","No","Masters","STEM","14","500-999","Pvt Ltd","1",76
25597,"city_160",0.92,"Male","Has","No","Graduate","STEM","11","100-500","Pvt Ltd","2",190
1073,"city_23",0.899,"Male","Has","No","High","","14","<10","Early Stage Startup","4",194
11055,"city_16",0.91,"Male","No","Full","High","","6","","","never",78
25548,"city_103",0.92,"Male","No","No","Graduate","STEM","3","50-99","Pvt Ltd","2",28
23844,"city_173",0.878,"Male","Has","No","Masters","STEM","15","10/49","Pvt Ltd",">4",100
15908,"city_160",0.92,"Male","Has","No","Graduate","STEM","7","10/49","Funded Startup","2",2
24475,"city_71",0.884,"Male","Has","No","Graduate","STEM","9","50-99","Pvt Ltd","3",83
15819,"city_73",0.754,"Male","Has","Part","Graduate","STEM",">20","10000+","Pvt Ltd","3",222
12943,"city_103",0.92,"Male","Has","No","Graduate","STEM","7","10000+","Pvt Ltd","4",50
12326,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","<10","Funded Startup","1",10
23124,"city_103",0.92,"Male","Has","Full","Graduate","STEM","2","100-500","","2",54
27370,"city_136",0.897,"Male","Has","No","Masters","STEM","11","50-99","","1",56
14142,"city_103",0.92,"Male","Has","No","Graduate","STEM","3","50-99","Pvt Ltd",">4",7
27659,"city_28",0.939,"Male","Has","Part","Graduate","STEM","8","10000+","Pvt Ltd","1",114
14494,"city_103",0.92,"Female","Has","No","Graduate","Humanities","5","100-500","Funded Startup","3",138
24706,"city_103",0.92,"Male","Has","No","High","",">20","<10","Pvt Ltd","1",88
20787,"city_16",0.91,"Male","Has","No","Phd","STEM",">20","5000-9999","Pvt Ltd","1",30
8180,"city_28",0.939,"Male","Has","No","Masters","STEM","15","","",">4",43
32077,"city_102",0.804,"Male","Has","No","Masters","STEM","12","5000-9999","Pvt Ltd","2",67
28306,"city_99",0.915,"Male","Has","No","Masters","Humanities",">20","5000-9999","Public Sector","1",113
5740,"city_23",0.899,"Male","Has","No","Graduate","Humanities","15","<10","Pvt Ltd",">4",45
29180,"city_23",0.899,"Male","Has","No","Graduate","STEM","17","1000-4999","Pvt Ltd","2",130
11275,"city_150",0.698,"Male","No","Full","Graduate","STEM","6","","","1",150
24547,"city_103",0.92,"Male","Has","No","Graduate","STEM","14","50-99","Pvt Ltd","4",66
23086,"city_160",0.92,"Male","No","No","Phd","STEM","19","5000-9999","Public Sector","3",250
5634,"city_76",0.698,"Male","Has","No","Graduate","STEM","14","<10","Pvt Ltd","2",298
2176,"city_21",0.624,"Male","No","No","Masters","STEM","2","","","1",37
6298,"city_103",0.92,"Male","Has","No","Masters","STEM",">20","50-99","Pvt Ltd",">4",132
15547,"city_136",0.897,"Male","Has","No","Masters","STEM","7","10000+","Pvt Ltd","4",42
8798,"city_160",0.92,"Male","Has","No","Graduate","STEM","15","","","1",110
9748,"city_103",0.92,"Male","Has","Part","Phd","STEM",">20","100-500","Pvt Ltd",">4",52
6164,"city_136",0.897,"Male","Has","No","Masters","No Major",">20","10000+","Pvt Ltd","3",112
9334,"city_57",0.866,"Male","Has","No","Graduate","STEM","11","10/49","Pvt Ltd","1",37
4433,"city_160",0.92,"Female","Has","Full","Graduate","STEM","5","100-500","Pvt Ltd","2",23
26945,"city_114",0.926,"Male","Has","Full","Graduate","STEM","8","50-99","Pvt Ltd","1",41
16236,"city_141",0.763,"Male","Has","No","Masters","STEM","11","<10","Pvt Ltd",">4",55
30861,"city_67",0.855,"Male","Has","Full","Graduate","STEM","4","50-99","Pvt Ltd","1",25
31382,"city_103",0.92,"Male","Has","No","Masters","Humanities",">20","5000-9999","Other",">4",50
11575,"city_114",0.926,"Male","Has","No","Masters","STEM",">20","100-500","",">4",12
16254,"city_21",0.624,"Male","Has","No","Graduate","STEM","9","5000-9999","","4",58
8842,"city_103",0.92,"Male","No","No","Graduate","STEM","3","","Pvt Ltd",">4",74
23612,"city_114",0.926,"Male","Has","Full","Graduate","STEM","5","10/49","Public Sector","1",53
30520,"city_160",0.92,"Male","Has","No","Graduate","STEM","6","500-999","Public Sector","2",130
5656,"city_50",0.896,"Male","Has","No","Masters","STEM","13","1000-4999","Public Sector",">4",224
9447,"city_100",0.887,"Male","Has","No","Graduate","STEM","16","10/49","Pvt Ltd","2",202
824,"city_16",0.91,"Male","Has","No","Graduate","STEM","10","500-999","Pvt Ltd","1",74
25636,"city_21",0.624,"Male","Has","No","Graduate","STEM","13","10000+","Pvt Ltd","4",40
26505,"city_75",0.939,"Male","Has","No","Graduate","STEM","15","","","1",8
11164,"city_103",0.92,"Male","Has","No","Graduate","STEM","9","10000+","Pvt Ltd","3",47
32187,"city_21",0.624,"Female","Has","No","Masters","STEM","8","1000-4999","Pvt Ltd","2",51
4283,"city_103",0.92,"Male","No","No","High","","4","","","never",52
18933,"city_114",0.926,"Male","Has","No","Masters","STEM",">20","","",">4",131
22954,"city_105",0.794,"Female","Has","Full","Graduate","STEM","9","100-500","Pvt Ltd",">4",206
7858,"city_16",0.91,"Male","Has","No","Masters","Humanities","3","100-500","Pvt Ltd","3",61
15295,"city_160",0.92,"Male","Has","No","Graduate","STEM","9","10000+","Pvt Ltd","1",64
21773,"city_100",0.887,"Male","Has","No","Masters","STEM",">20","50-99","Pvt Ltd",">4",43
18277,"city_103",0.92,"Male","Has","No","Masters","Business Degree",">20","10000+","Pvt Ltd",">4",18
10875,"city_16",0.91,"Male","Has","No","Masters","STEM","9","50-99","Pvt Ltd",">4",88
21813,"city_16",0.91,"Male","Has","No","Graduate","STEM","5","5000-9999","Pvt Ltd","1",14
28678,"city_53",0.74,"Male","Has","No","Graduate","STEM","4","100-500","Pvt Ltd","2",292
26648,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","<10","Pvt Ltd","2",47
2162,"city_89",0.925,"Male","Has","No","Graduate","Arts","20","50-99","Pvt Ltd","2",4
12299,"city_103",0.92,"Male","Has","No","Graduate","STEM","13","500-999","Funded Startup","1",8
65,"city_103",0.92,"Female","Has","No","Graduate","Other","2","50-99","Pvt Ltd","1",8
8079,"city_103",0.92,"Male","No","No","Masters","STEM",">20","1000-4999","Public Sector",">4",132
30732,"city_103",0.92,"Male","Has","No","Graduate","STEM","19","<10","Pvt Ltd",">4",87
9326,"city_104",0.924,"Male","No","Full","Graduate","STEM","6","50-99","","1",51
26384,"city_83",0.923,"Female","Has","No","Graduate","STEM","5","5000-9999","Pvt Ltd","1",54
1043,"city_160",0.92,"Male","Has","No","Graduate","Humanities",">20","10/49","Early Stage Startup",">4",64
19914,"city_103",0.92,"Male","No","No","Primary","","4","","","never",17
16182,"city_103",0.92,"Male","Has","No","Graduate","STEM","5","10000+","Pvt Ltd","1",16
23818,"city_138",0.836,"Male","Has","No","Masters","STEM",">20","","","3",48
21417,"city_162",0.767,"Male","Has","Full","Graduate","STEM","15","","","1",174
22599,"city_50",0.896,"Male","Has","No","Masters","STEM","11","","","4",69
21009,"city_103",0.92,"Male","Has","No","Graduate","STEM","11","50-99","Pvt Ltd","2",28
8254,"city_102",0.804,"Female","Has","No","Masters","STEM","11","100-500","Pvt Ltd",">4",41
3725,"city_103",0.92,"Male","Has","No","Masters","Humanities",">20","<10","Early Stage Startup","4",10
19308,"city_75",0.939,"Male","Has","No","Graduate","STEM",">20","<10","Pvt Ltd","2",65
31659,"city_67",0.855,"Male","Has","Full","High","","16","10000+","Pvt Ltd",">4",14
3748,"city_103",0.92,"Male","Has","No","Graduate","Business Degree","7","<10","Pvt Ltd","1",116
4653,"city_114",0.926,"Male","No","No","High","","7","","Pvt Ltd","never",22
13025,"city_69",0.856,"Male","Has","No","Graduate","STEM",">20","","","1",78
15012,"city_144",0.84,"Male","Has","Full","Graduate","STEM","9","10/49","Other","1",34
9452,"city_103",0.92,"Male","Has","No","Graduate","STEM","17","10000+","Pvt Ltd","2",28
13046,"city_103",0.92,"Male","Has","No","Masters","Arts",">20","","","2",110
26093,"city_16",0.91,"Male","Has","No","Graduate","STEM","15","50-99","Pvt Ltd",">4",28
14153,"city_50",0.896,"Male","Has","No","Graduate","STEM",">20","50-99","","never",13
24320,"city_73",0.754,"Male","No","Full","Graduate","STEM","6","1000-4999","Pvt Ltd","3",8
23744,"city_97",0.925,"Male","Has","No","Graduate","STEM",">20","10/49","Pvt Ltd",">4",102
27566,"city_103",0.92,"Male","Has","No","Masters","STEM","13","10000+","Pvt Ltd","1",14
11439,"city_103",0.92,"Male","Has","No","Graduate","STEM","5","10000+","Pvt Ltd","1",184
20176,"city_16",0.91,"Male","No","No","High","","2","","","never",12
31277,"city_103",0.92,"Male","Has","No","Masters","STEM",">20","100-500","Pvt Ltd","1",5
9695,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","","","3",96
6384,"city_114",0.926,"Male","Has","No","Graduate","No Major","20","","",">4",156
1688,"city_21",0.624,"Male","No","No","Masters","STEM","9","50-99","Pvt Ltd","never",53
30678,"city_102",0.804,"Male","No","Full","Graduate","STEM","1","","","1",29
6042,"city_103",0.92,"Male","Has","No","Graduate","No Major",">20","1000-4999","NGO",">4",83
22304,"city_99",0.915,"Male","No","Full","High","","2","100-500","","1",34
21338,"city_103",0.92,"Male","No","No","High","","3","","","never",22
22280,"city_23",0.899,"Male","Has","Part","Graduate","STEM","15","500-999","Public Sector",">4",27
13297,"city_143",0.74,"Male","Has","No","Graduate","STEM","7","50-99","Funded Startup","3",28
9985,"city_53",0.74,"Female","Has","Full","Graduate","STEM","11","10/49","Pvt Ltd","never",73
27368,"city_93",0.865,"Male","Has","No","Masters","Business Degree",">20","50-99","Pvt Ltd",">4",113
3695,"city_103",0.92,"Male","Has","No","Graduate","STEM","5","50-99","Pvt Ltd","1",26
32722,"city_160",0.92,"Male","Has","No","Masters","STEM","9","50-99","Pvt Ltd",">4",42
6232,"city_103",0.92,"Male","Has","No","","","2","50-99","","1",84
14927,"city_128",0.527,"Male","Has","Full","Graduate","STEM","2","10/49","Pvt Ltd","1",88
6147,"city_114",0.926,"Male","Has","Part","Graduate","STEM","15","<10","Early Stage Startup","1",51
2485,"city_136",0.897,"Male","No","No","Masters","STEM",">20","500-999","Pvt Ltd",">4",4
14165,"city_97",0.925,"Male","Has","No","Masters","Other","9","10/49","Early Stage Startup","1",52
11454,"city_67",0.855,"Male","Has","No","Masters","STEM",">20","50-99","Pvt Ltd","1",155
26410,"city_103",0.92,"Male","Has","No","Graduate","STEM","6","10/49","Pvt Ltd",">4",112
5094,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","100-500","Pvt Ltd",">4",53
5331,"city_136",0.897,"Male","Has","","","",">20","","",">4",22
32958,"city_160",0.92,"Female","Has","No","Graduate","STEM","20","10000+","Pvt Ltd","1",7
3796,"city_28",0.939,"Male","Has","No","Graduate","STEM",">20","10000+","Pvt Ltd",">4",91
25532,"city_103",0.92,"Male","Has","No","Graduate","STEM","19","1000-4999","Pvt Ltd","1",25
10154,"city_67",0.855,"Female","No","Full","Graduate","STEM","14","","","1",156
19000,"city_114",0.926,"Male","Has","No","Graduate","STEM","14","50-99","Pvt Ltd",">4",17
3338,"city_36",0.893,"Male","Has","No","","","12","50-99","Pvt Ltd","4",11
2802,"city_103",0.92,"Male","Has","No","Graduate","Humanities",">20","50-99","Pvt Ltd",">4",10
5552,"city_89",0.925,"Male","Has","No","Masters","STEM","2","500-999","Public Sector","2",13
28803,"city_114",0.926,"Male","Has","No","High","",">20","50-99","Pvt Ltd","1",59
12973,"city_114",0.926,"Male","Has","Part","High","","5","50-99","Funded Startup","2",51
29249,"city_21",0.624,"Male","Has","No","Graduate","STEM","2","","","2",214
14918,"city_114",0.926,"Male","No","No","High","","3","10/49","Pvt Ltd","1",85
8987,"city_138",0.836,"Male","Has","Full","High","","3","50-99","Pvt Ltd","1",10
28665,"city_114",0.926,"Male","No","Full","Graduate","STEM","6","50-99","Pvt Ltd","2",44
3887,"city_103",0.92,"Female","Has","No","Phd","STEM","13","5000-9999","Pvt Ltd","1",11
220,"city_103",0.92,"Male","Has","No","Masters","STEM",">20","10000+","Pvt Ltd","1",67
9210,"city_28",0.939,"Male","Has","No","Masters","STEM","7","<10","Early Stage Startup","1",21
1881,"city_21",0.624,"Male","No","No","Masters","STEM","3","<10","Early Stage Startup","3",44
5168,"city_10",0.895,"Male","Has","Part","Graduate","STEM","15","100-500","Pvt Ltd","1",14
6210,"city_16",0.91,"Male","Has","No","High","","11","10000+","Pvt Ltd",">4",42
21476,"city_71",0.884,"Male","No","Full","Graduate","STEM","4","","","3",24
3540,"city_71",0.884,"Male","Has","Part","Graduate","STEM","8","50-99","Pvt Ltd","2",69
17859,"city_114",0.926,"Male","Has","No","High","","8","50-99","Pvt Ltd","1",56
22245,"city_16",0.91,"Male","Has","No","Masters","STEM",">20","<10","Pvt Ltd",">4",23
11903,"city_65",0.802,"Male","Has","No","Graduate","STEM",">20","<10","Pvt Ltd",">4",35
22474,"city_71",0.884,"Male","Has","No","Masters","STEM","16","50-99","Pvt Ltd",">4",120
5220,"city_73",0.754,"Male","Has","No","Graduate","Other",">20","","","4",46
17844,"city_21",0.624,"Male","Has","No","Graduate","STEM","6","1000-4999","Pvt Ltd","3",97
26686,"city_16",0.91,"Male","Has","No","Graduate","STEM","7","100-500","Pvt Ltd","1",77
16077,"city_103",0.92,"Male","Has","No","Graduate","STEM","9","500-999","Pvt Ltd","1",57
18989,"city_21",0.624,"Male","No","Full","High","","3","","","never",62
9174,"city_114",0.926,"Male","Has","Part","High","","3","50-99","Pvt Ltd","2",8
10986,"city_146",0.735,"Male","Has","No","Graduate","STEM","10","100-500","Pvt Ltd",">4",56
31601,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","10000+","Pvt Ltd","1",166
7668,"city_10",0.895,"Male","Has","No","Graduate","STEM","11","5000-9999","Pvt Ltd","2",136
32042,"city_103",0.92,"Female","Has","No","Graduate","STEM",">20","<10","Early Stage Startup","1",78
20728,"city_11",0.55,"Male","Has","No","Masters","STEM","8","","","2",80
33138,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","10000+","Pvt Ltd","2",60
32751,"city_160",0.92,"Male","Has","No","Graduate","Business Degree",">20","<10","Pvt Ltd","never",14
16056,"city_55",0.739,"Male","Has","No","Graduate","STEM","8","10/49","Pvt Ltd","1",119
25910,"city_105",0.794,"Male","Has","Part","Graduate","STEM","5","<10","Pvt Ltd","1",41
31778,"city_103",0.92,"Male","No","No","Graduate","STEM","15","100-500","Pvt Ltd",">4",32
30080,"city_103",0.92,"Male","Has","No","","","6","","","never",25
11281,"city_75",0.939,"Female","No","No","Primary","","3","","","never",11
5813,"city_159",0.843,"Male","No","Full","Graduate","STEM","4","","","never",69
19407,"city_21",0.624,"Male","Has","No","Graduate","STEM","6","5000-9999","Pvt Ltd","4",43
11504,"city_16",0.91,"Male","Has","No","Graduate","STEM",">20","","","2",48
20974,"city_103",0.92,"Female","No","No","Graduate","Humanities","3","50-99","Funded Startup","2",24
30251,"city_16",0.91,"Male","Has","No","Graduate","Arts",">20","50-99","Pvt Ltd","1",43
28357,"city_114",0.926,"Male","No","No","High","","4","","","never",28
23363,"city_123",0.738,"Male","No","Full","Graduate","Other","5","100-500","Pvt Ltd","1",8
25666,"city_16",0.91,"Male","Has","No","Graduate","STEM","3","<10","","1",2
1086,"city_16",0.91,"Male","Has","No","Graduate","STEM","12","5000-9999","Pvt Ltd","1",122
16376,"city_114",0.926,"Male","Has","Part","Graduate","STEM","6","5000-9999","NGO","never",31
9686,"city_160",0.92,"Male","Has","No","Graduate","STEM","15","500-999","Pvt Ltd","1",15
26729,"city_103",0.92,"Male","Has","No","Masters","STEM","17","50-99","Pvt Ltd","1",14
2330,"city_136",0.897,"Male","Has","No","Masters","STEM","6","","Pvt Ltd","1",35
23330,"city_103",0.92,"Female","No","No","Graduate","STEM","1","50-99","Early Stage Startup","never",27
3717,"city_114",0.926,"Male","No","No","Phd","Business Degree","4","","","4",26
20854,"city_73",0.754,"Male","Has","No","Graduate","STEM","10","100-500","Pvt Ltd","1",11
3102,"city_136",0.897,"Male","Has","No","Phd","STEM","18","10/49","Pvt Ltd","1",256
12839,"city_64",0.666,"Male","No","No","Primary","","<1","","","never",7
8773,"city_73",0.754,"Male","Has","No","","","10","10/49","Pvt Ltd","1",16
18620,"city_40",0.776,"Male","Has","Full","Graduate","STEM","14","1000-4999","Pvt Ltd","never",52
27696,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","10000+","Pvt Ltd",">4",56
12263,"city_16",0.91,"Male","Has","No","Graduate","Humanities","3","","",">4",2
17601,"city_173",0.878,"Male","Has","No","Graduate","STEM",">20","","",">4",77
10876,"city_100",0.887,"Male","Has","No","Graduate","STEM",">20","50-99","Pvt Ltd","never",67
7660,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","1000-4999","Pvt Ltd","2",27
20008,"city_103",0.92,"Male","Has","No","Graduate","STEM","18","100-500","Pvt Ltd",">4",146
