"Date","Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday"
2016-07-04,"GoldCoast",10.1,21.6,0,"NNE",24,"WNW","ENE",7,13,67,69,1023.5,1019,NA,NA,16.9,20.3,"No"
2016-07-05,"GoldCoast",16,19.2,6.4,"NW",35,"WNW","NNW",11,13,100,86,1015.1,1011.2,NA,NA,18,18.1,"Yes"
2016-07-06,"GoldCoast",10.8,17.8,1.2,"WNW",52,"NNW","WNW",13,33,46,40,1014.8,1011,NA,NA,13.9,17.1,"Yes"
2016-07-07,"GoldCoast",12,22.8,0,"WNW",48,"W","ESE",28,11,49,51,1013.4,1012.3,NA,NA,16.7,21.7,"No"
2016-07-08,"GoldCoast",12.3,23,0,"W",31,"WNW","W",11,15,66,41,1018,1014.5,NA,NA,16.6,22.8,"No"
2016-07-09,"GoldCoast",11.4,22.2,0,"SSE",39,"WSW","SSE",9,24,65,47,1020.4,1018.4,NA,NA,17,20.7,"No"
2016-07-10,"GoldCoast",10.3,22.7,0,"SE",33,"WNW","SE",9,30,70,66,1023.6,1020.7,NA,NA,16.7,20.4,"No"
2016-07-11,"GoldCoast",14,22.3,0,"NW",35,"WNW","N",9,15,85,68,1021.5,1017.4,NA,NA,17,21.8,"No"
2016-07-12,"GoldCoast",15.8,21.6,0,"NNW",30,"N","NNW",13,17,96,78,1018.4,1014.2,NA,NA,17.1,21.4,"No"
2016-07-13,"GoldCoast",16.2,21.5,0,"WNW",33,"WNW","SW",19,11,54,30,1020.5,1020.1,NA,NA,16.8,19.6,"No"
2016-07-14,"GoldCoast",12.3,18.8,0,"S",39,"S","S",26,20,46,54,1027.5,1025.9,NA,NA,17.3,16.6,"No"
2016-07-15,"GoldCoast",13.1,17.8,0,"SSE",48,"SSE","S",30,31,70,65,1027.6,1025,NA,NA,17,16.9,"No"
2016-07-16,"GoldCoast",16.2,19,0,"SSE",52,"SSE","SE",31,37,69,75,1028.9,1026.2,NA,NA,17.2,18.1,"No"
2016-07-17,"GoldCoast",15.6,21.7,8.6,"E",41,"S","SE",11,30,93,78,1027.6,1024.7,NA,NA,18.5,20.7,"Yes"
2016-07-18,"GoldCoast",15.9,22,0,"S",31,"SSW","SE",7,19,94,77,1026.6,1023.9,NA,NA,19.2,21.2,"No"
2016-07-19,"GoldCoast",15.4,24.8,0.2,"NNE",30,"WNW","NNE",11,24,81,70,1024,1020.5,NA,NA,20.2,23,"No"
2016-07-21,"GoldCoast",17.1,24.9,NA,NA,NA,"NW","SE",15,22,80,80,1018.4,1015.5,NA,NA,20,22.1,NA
2016-07-22,"GoldCoast",16.7,26.9,0,"NNW",31,"N","N",11,22,87,66,1015.7,1010.4,NA,NA,21,24.7,"No"
2016-07-23,"GoldCoast",18.2,28.9,0,"W",56,"NW","W",24,31,72,34,1008.4,1006.5,NA,NA,23.5,28,"No"
2016-07-24,"GoldCoast",12.5,20.7,0,"W",26,"SW","ENE",2,17,45,51,1016.7,1013.2,NA,NA,18.9,19.6,"No"
2016-07-25,"GoldCoast",13.2,22,0,"WNW",28,"WNW","NNW",20,15,31,30,1017.8,1014.8,NA,NA,18,21.3,"No"
2016-07-26,"GoldCoast",12.8,20.2,0,"NNW",26,"NW","NNE",11,9,60,45,1019,1015.7,NA,NA,15.3,18.9,"No"
2016-07-27,"GoldCoast",14.9,19.7,0,"W",35,"WNW","NNW",19,13,41,39,1017.4,1015.9,NA,NA,16.5,18.9,"No"
2016-07-29,"GoldCoast",11,23.6,NA,NA,NA,"NW","NNW",11,13,68,34,1023.5,1019.1,NA,NA,16.8,22.9,NA
2016-07-30,"GoldCoast",10.7,21.5,0,"ESE",24,"WNW","ESE",9,19,66,59,1020.9,1018.4,NA,NA,15.4,20.6,"No"
2016-07-31,"GoldCoast",12.4,24.1,0,"NNE",31,"NW","NW",11,13,69,32,1020.4,1016.3,NA,NA,17.6,23.5,"No"
2016-08-01,"GoldCoast",9.4,24.9,0,"N",33,"WNW","NNE",7,26,71,48,1018.5,1014.6,NA,NA,16.3,22.6,"No"
2016-08-02,"GoldCoast",11.9,23.6,0,"NW",39,"NW","NW",6,19,81,71,1015.1,1010.7,NA,NA,17,20.4,"No"
2016-08-03,"GoldCoast",15.5,20.7,3.4,"W",52,"NW","WNW",17,30,94,46,1008.7,1005.2,NA,NA,16.1,19.7,"Yes"
2016-08-04,"GoldCoast",12.3,19.4,18.6,"SSE",69,"S","S",35,31,85,86,1013.6,1016.4,NA,NA,15.2,15.6,"Yes"
2016-08-05,"GoldCoast",12.7,20.2,0.8,"S",56,"S","SSE",28,35,64,56,1024.3,1022.9,NA,NA,16.1,19.1,"No"
2016-08-06,"GoldCoast",13.1,21.4,0,"SSE",52,"S","SSE",19,24,64,58,1025.4,1023.7,NA,NA,17.9,19.8,"No"
2016-08-07,"GoldCoast",11.3,21.5,0,"SE",46,"SSW","SE",9,31,68,64,1025.6,1022.6,NA,NA,17,19.9,"No"
2016-08-08,"GoldCoast",11.5,21.3,0,"SSE",37,"SSW","SE",9,26,62,62,1024.4,1021.6,NA,NA,17.3,20,"No"
2016-08-09,"GoldCoast",11.4,21.8,0,"E",20,"SW","ENE",9,15,61,59,1024.1,1021.3,NA,NA,17.1,20,"No"
2016-08-10,"GoldCoast",11.1,24.5,0,"NW",31,"NW","NNE",15,26,73,51,1022.9,1019.1,NA,NA,17.9,22.9,"No"
2016-08-11,"GoldCoast",14.5,24.4,0,"WNW",37,"NW","NNE",20,9,67,56,1020.9,1016.7,NA,NA,18.8,22.5,"No"
2016-08-13,"GoldCoast",12.8,23.5,NA,"SSE",41,"WNW","WNW",15,13,62,34,1023,1018.9,NA,NA,19.5,23.2,NA
2016-08-14,"GoldCoast",12.4,23.5,0,"SSE",44,"SSW","SE",11,35,53,49,1026,1023.9,NA,NA,18.8,21.3,"No"
2016-08-15,"GoldCoast",13.3,22.5,0,"SE",54,"SSE","SSE",31,39,66,61,1029.2,1027.8,NA,NA,20,21.1,"No"
2016-08-16,"GoldCoast",15.5,22.7,0,"SE",43,"SSE","SSE",24,26,57,49,1030.8,1027.6,NA,NA,18.7,21,"No"
2016-08-17,"GoldCoast",13,23.1,0,"SE",39,"SSE","SE",26,30,65,59,1027.1,1023.4,NA,NA,18.3,21.1,"No"
2016-08-18,"GoldCoast",13.8,22.3,0,"SE",41,"SSW","ESE",13,15,64,61,1024.6,1021.9,NA,NA,19.5,19.9,"No"
2016-08-19,"GoldCoast",14.1,24,0,"NNE",31,"SSE","NNE",9,22,58,55,1023.2,1019.4,NA,NA,20.1,22.7,"No"
2016-08-21,"GoldCoast",9.4,20.9,NA,NA,NA,"WNW","SE",6,24,47,60,1020.2,1017.3,NA,NA,16.4,19.7,NA
2016-08-22,"GoldCoast",12.9,23,0,"NNE",37,"SSE","NNE",11,28,63,66,1018,1014.4,NA,NA,19.9,21,"No"
2016-08-23,"GoldCoast",17.2,24.2,0.6,"N",35,"NNE","NE",15,19,73,73,1014.4,1011.5,NA,NA,21.9,23.3,"No"
2016-08-24,"GoldCoast",18,18.1,11.6,"SSE",54,"SSE","SSW",19,4,100,100,1008.5,1006.6,NA,NA,18.1,16.5,"Yes"
2016-08-25,"GoldCoast",14.5,21.3,28,"NW",39,"W","WSW",20,17,49,36,1010.4,1009.7,NA,NA,17,20.6,"Yes"
2016-08-26,"GoldCoast",8,20.4,0.2,"SSE",30,"WNW","ESE",11,15,47,47,1017.2,1014.3,NA,NA,16.3,19.5,"No"
2016-08-27,"GoldCoast",10.3,21.8,1.8,"SSE",37,"S","SE",7,20,44,38,1019.7,1017.5,NA,NA,16.4,20.1,"Yes"
2016-08-28,"GoldCoast",10.5,22.7,0,"SSE",31,"SSW","E",15,15,47,54,1023.7,1021.1,NA,NA,19.2,21,"No"
2016-08-29,"GoldCoast",12.9,22.7,0,"ENE",28,"NW","ENE",11,19,63,65,1025.9,1024.5,NA,NA,19.9,21.2,"No"
2016-08-30,"GoldCoast",14.8,23.3,0,"E",26,"SSE","E",13,13,74,52,1029,1026.4,NA,NA,19.8,21.4,"No"
2016-08-31,"GoldCoast",14.2,23.5,0,"N",33,"NW","N",17,20,63,57,1026.7,1021.6,NA,NA,20.1,21,"No"
2016-01-01,"Townsville",24.5,31.1,0,"NE",35,"NE","NNE",17,24,60,59,1011.7,1008.6,7,7,28.1,28.9,"No"
2016-01-02,"Townsville",25.8,30.5,0,"ENE",39,"ENE","ENE",26,28,61,65,1009.8,1005.8,7,7,28.5,29.1,"No"
2016-01-03,"Townsville",24.6,31.8,25,"N",41,"NNW","N",17,31,70,71,1005.9,1002.6,2,2,29,30.3,"Yes"
2016-01-04,"Townsville",24.3,32.8,4,"N",31,"SW","N",9,20,66,59,1006.8,1003.4,4,1,28.4,31.8,"Yes"
2016-01-05,"Townsville",26.2,37.7,0,"SSW",43,"SW","SSW",19,28,48,19,1008.6,1004.1,1,1,31.4,36.7,"No"
2016-01-06,"Townsville",23.6,38.3,0,"N",31,"W","NNE",9,20,26,13,1008.5,1005.5,0,1,33.2,37.4,"No"
2016-01-07,"Townsville",22.8,34.4,0,"ENE",35,"ESE","ENE",2,30,47,43,1009.9,1007.3,0,1,32.1,33.9,"No"
2016-01-08,"Townsville",26.4,33,0,"NE",41,"ENE","NE",15,31,66,63,1013.9,1011.9,NA,1,30.9,31.9,"No"
2016-01-09,"Townsville",27.5,32.7,0,"ENE",41,"ENE","ENE",24,31,66,62,1016.5,1014,4,5,30.7,31.6,"No"
2016-01-10,"Townsville",23.2,29.8,12,"SSE",48,"NE","WNW",20,6,91,76,1016.6,1014.1,7,7,25.8,27.9,"Yes"
2016-01-11,"Townsville",25,31.1,0.4,"ENE",35,"E","NE",15,24,61,58,1015.8,1013,2,1,28.9,30.1,"No"
2016-01-12,"Townsville",24.9,31.9,0,"ENE",39,"E","NE",13,30,57,50,1015.5,1012.5,4,1,29,30.6,"No"
2016-01-13,"Townsville",23.6,32.1,0,"ENE",37,"SE","ENE",11,28,61,54,1016,1012.7,3,2,28.4,30.6,"No"
2016-01-14,"Townsville",24.9,31.7,0,"NE",35,"E","NE",20,26,60,57,1015.1,1012.4,2,1,29.7,30.4,"No"
2016-01-15,"Townsville",25.2,32.1,0,"NE",35,"ENE","ENE",20,24,66,58,1013.8,1010.1,6,2,29.5,30.7,"No"
2016-01-16,"Townsville",26.4,32.5,0,"ENE",37,"ENE","ENE",19,28,65,58,1013.4,1011,2,3,30.6,31.1,"No"
2016-01-17,"Townsville",25,31.9,0.2,"E",43,"ESE","ENE",17,30,62,59,1013.8,1011,3,3,29.5,30.8,"No"
2016-01-18,"Townsville",24,31.5,3.2,"SE",39,"SE","ENE",15,22,75,67,1013.6,1011.6,6,5,28.2,29.8,"Yes"
2016-01-19,"Townsville",25.3,32.5,1,"ENE",43,"ESE","ENE",28,30,57,59,1015.5,1012.6,3,6,29.4,30.8,"No"
2016-01-20,"Townsville",25.3,32.4,0,"NE",41,"ESE","NE",19,31,55,53,1016.6,1012.4,2,2,29.7,31.3,"No"
2016-01-21,"Townsville",25.2,32.9,0,"NE",39,"ESE","ENE",22,31,62,59,1014.7,1011.7,3,2,29.9,30.5,"No"
2016-01-22,"Townsville",23.7,31.5,0,"NE",35,"ESE","ENE",17,28,53,50,1014.2,1010.2,3,1,29.1,30.4,"No"
2016-01-23,"Townsville",24.9,32.8,0,"NNE",33,"N","N",13,15,52,50,1012.2,1007.5,3,4,30,31.8,"No"
2016-01-24,"Townsville",26.9,33.1,0,"ENE",37,"NNW","ENE",17,30,67,62,1009.6,1006.1,7,5,29.4,31.4,"No"
2016-01-25,"Townsville",28,33.2,0,"NNE",35,"N","NNE",22,22,62,57,1010.3,1007.3,7,6,30.1,32.1,"No"
2016-01-26,"Townsville",25,31.9,1.4,"N",33,"N","ENE",24,17,87,66,1010.4,1008.2,7,7,26.5,30.8,"Yes"
2016-01-27,"Townsville",26.5,33.5,0,"ENE",39,"ENE","ENE",19,30,71,58,1011.2,1007.8,7,7,30,31.6,"No"
2016-01-28,"Townsville",26.8,33.3,0,"N",31,"NNE","N",19,19,71,69,1010.2,1006.7,7,7,29.7,30.9,"No"
2016-01-29,"Townsville",28.6,33.6,0,"NNE",39,"N","N",19,22,73,77,1008.2,1005.8,7,7,30.5,29.4,"No"
2016-01-30,"Townsville",24.6,32.2,28.8,"NE",44,"NW","NNE",13,26,80,69,1008.1,1006.1,7,7,29.6,31.7,"Yes"
2016-01-31,"Townsville",28.6,31.6,0.6,"N",37,"NNE","NNE",19,15,77,82,1010.1,1007.4,7,7,30.9,29.5,"No"
2016-02-01,"Townsville",25.7,32.3,17.8,"NNE",35,"NNW","NNE",19,26,82,65,1010.4,1007,7,6,29.8,31.8,"Yes"
2016-02-02,"Townsville",27.9,32.6,0,"N",35,"NW","N",19,20,76,67,1009.2,1006.3,7,6,30.1,31.4,"No"
2016-02-03,"Townsville",28.2,32.8,0.6,"N",31,"N","N",19,22,78,81,1007.2,1003.8,7,8,30.5,30.4,"No"
2016-02-04,"Townsville",27.9,33.2,0,"NNW",37,"S","N",6,15,81,66,1005.4,1002.4,8,7,29.5,32.3,"No"
2016-02-05,"Townsville",26.8,33.6,3.4,"SSW",43,NA,"ENE",0,19,84,75,1004.1,1000.6,7,7,29.4,30.8,"Yes"
2016-02-06,"Townsville",26,31.6,9.4,"ENE",33,"E","ENE",9,22,77,81,1003.6,1001.9,6,7,30.3,30.9,"Yes"
2016-02-07,"Townsville",27.9,33.7,0,"ENE",35,"E","NE",6,13,77,75,1006.7,1005.1,6,6,31.5,31.3,"No"
2016-02-08,"Townsville",27,32.6,4,"S",59,"S","ENE",13,20,74,69,1010,1006.1,6,6,29.8,31.9,"Yes"
2016-02-09,"Townsville",23.7,31.8,49,"ESE",48,"SE","ENE",24,26,60,66,1010.1,1006.7,4,5,29.3,30.1,"Yes"
2016-02-10,"Townsville",24.5,31.7,0,"ENE",37,"SSE","NE",17,26,59,59,1009.7,1006.1,2,3,29.4,30.4,"No"
2016-02-11,"Townsville",24.6,31.2,0,"E",41,"SE","ENE",15,28,60,66,1009.6,1006.7,1,7,29,29,"No"
2016-02-12,"Townsville",23.6,32.2,0,"ENE",30,"S","NE",9,15,58,54,1010.2,1005.8,1,2,29.3,31.4,"No"
2016-02-13,"Townsville",24.2,32.1,0,"NNE",33,"WSW","NE",9,24,64,55,1008.9,1005.6,1,2,29.1,31.2,"No"
2016-02-14,"Townsville",23.1,32.3,0,"N",35,"NNW","NNW",7,17,60,57,1008.2,1005,1,1,29.1,31.3,"No"
2016-02-15,"Townsville",22.8,35.3,0,"NNW",28,"N","ENE",7,17,66,42,1009.7,1005.4,3,2,29.7,33.9,"No"
2016-02-16,"Townsville",23.3,34.9,0,"NNW",26,"NNW","NNW",4,13,66,44,1008.9,1005.2,6,3,29.9,33.9,"No"
2016-02-17,"Townsville",24,37.7,0,"NNE",35,"NW","NE",7,17,74,46,1007,1003.7,1,1,30.3,36,"No"
2016-02-18,"Townsville",27.7,35.7,0,"ENE",28,"NNW","N",6,17,54,39,1007.5,1004.5,6,6,32.8,35,"No"
2016-02-19,"Townsville",28.2,34.8,0,"ENE",31,"NNW","ENE",13,19,65,64,1010.4,1007.4,4,2,32.3,33.6,"No"
2016-02-20,"Townsville",27.5,34.7,0,"ENE",35,"ENE","ENE",22,26,69,68,1013.2,1009.8,3,2,32.3,32.5,"No"
2016-02-21,"Townsville",27.3,33.3,2.6,"ENE",39,"ESE","ENE",15,22,68,67,1014.8,1011.3,6,6,30.4,30.6,"Yes"
2016-02-22,"Townsville",25.8,31.4,0,"ENE",41,"SSE","ESE",20,22,71,81,1015,1011.5,7,6,27.8,28.5,"No"
2016-02-23,"Townsville",24.8,33.2,7.6,"E",54,"SSE","E",22,35,63,55,1013.6,1009.7,6,2,29.3,32.1,"Yes"
2016-02-24,"Townsville",22.7,32.3,0,"ENE",39,"SE","ENE",13,28,57,56,1013.9,1010.1,1,6,29.4,30.2,"No"
2016-02-25,"Townsville",24.8,32.7,0,"ENE",37,"ESE","ENE",11,30,61,57,1013.9,1011,2,1,28.9,30.7,"No"
2016-02-26,"Townsville",23.9,34.2,0.2,"NE",30,"SSE","NE",6,15,65,49,1013.2,1008.8,4,1,29.7,33,"No"
2016-02-27,"Townsville",23.4,36.8,0,"N",31,"NW","NNW",9,22,47,47,1010.5,1008.1,0,1,30.3,33.2,"No"
2016-02-28,"Townsville",26.7,34.5,0,"N",31,"N","NNE",13,15,61,50,1013.2,1009.8,2,1,30.5,33.3,"No"
2016-02-29,"Townsville",27.2,34.8,0,"ENE",37,"NW","ENE",13,30,66,61,1012.1,1009.2,5,2,30.7,32.3,"No"
2016-03-01,"Townsville",22.3,32.7,65.2,"E",54,"WSW","N",11,17,82,60,1013.6,1009,7,5,24.9,31.5,"Yes"
2016-03-02,"Townsville",24.9,32.9,0,"E",46,"SSE","ENE",13,11,67,67,1012.6,1009.2,7,7,29.7,30.7,"No"
2016-03-03,"Townsville",25.5,31.6,0.4,"NE",52,"SE","E",19,28,75,69,1013.8,1011.3,7,7,29,29.6,"No"
2016-03-04,"Townsville",21.9,26.1,55.4,"E",41,"E","SE",28,15,93,93,1014.4,1011.4,8,8,23.7,25.8,"Yes"
2016-03-05,"Townsville",23.5,29.1,64.8,"ESE",39,"SSE","ESE",11,24,98,73,1014.5,1010.6,8,7,23.9,28.2,"Yes"
2016-03-06,"Townsville",23.8,29.4,40.4,"SSE",28,NA,"NE",0,17,96,72,1013.4,1009.4,8,4,24.5,29,"Yes"
2016-03-07,"Townsville",24.3,31.9,0.8,"E",41,"ESE","ENE",22,28,81,69,1012.8,1008.9,7,4,27.3,31,"No"
2016-03-08,"Townsville",25.7,31,0,"E",41,"SE","NNE",15,26,74,96,1013.1,1010.9,7,8,28.2,26.1,"No"
2016-03-09,"Townsville",25.7,30.2,25,"ESE",46,"SE","E",13,30,77,82,1014.2,1010.9,7,7,28.2,29,"Yes"
2016-03-10,"Townsville",24.2,29.5,87.8,"E",35,NA,"ESE",0,19,96,87,1016,1012,8,8,25.1,28.2,"Yes"
2016-03-11,"Townsville",25,30.9,3.6,"ENE",39,"ESE","E",17,26,73,67,1014.3,1010.7,7,7,29.5,30.5,"Yes"
2016-03-12,"Townsville",24.7,29.7,9.2,"ESE",44,"SE","E",13,28,75,76,1014.1,1010.4,7,7,28.1,27.9,"Yes"
2016-03-13,"Townsville",25,30.9,1.4,"NE",31,"ESE","NE",13,22,65,68,1012.9,1009.1,7,2,28.9,30.4,"Yes"
2016-03-14,"Townsville",24.8,31.4,0,"SE",37,"ESE","ENE",11,28,74,74,1011.3,1007.6,7,2,28.3,30.4,"No"
2016-03-15,"Townsville",24.4,30.5,38.2,"ENE",44,"ESE","E",9,22,81,75,1010.4,1006.8,7,7,27.6,29.2,"Yes"
2016-03-16,"Townsville",23.9,26.8,124.8,"NE",48,NA,"ENE",0,13,98,86,1010.3,1007.2,8,8,24.4,26.5,"Yes"
2016-03-17,"Townsville",23.3,27.6,29.6,"ESE",37,"SSE","ESE",15,19,94,86,1008.3,1004.3,8,8,23.7,25.9,"Yes"
2016-03-18,"Townsville",23.6,31.1,4,"E",37,"SSW","E",13,20,76,64,1005.8,1002.7,7,7,27.2,30,"Yes"
2016-03-19,"Townsville",23.6,31.2,0,"ENE",31,NA,"NE",0,26,77,70,1007.2,1005.2,6,7,27.9,30.3,"No"
2016-03-20,"Townsville",25.3,31.5,0,"NE",26,"ENE","NE",2,15,78,69,1009.6,1006.6,5,3,29.1,30.7,"No"
2016-03-21,"Townsville",26.1,31.7,0,"NE",31,"NW","NE",9,15,74,70,1008.8,1005.2,6,5,29,31.1,"No"
2016-03-22,"Townsville",25.6,32.3,5.2,"E",35,"SSE","NNE",2,17,84,67,1008.5,1006.2,3,2,28.3,31.9,"Yes"
2016-03-23,"Townsville",24,31.1,2.2,"E",37,"SE","ENE",17,28,78,67,1013,1011.2,7,5,28.4,30.1,"Yes"
2016-03-24,"Townsville",25.2,31.3,0,"ENE",44,"ESE","E",26,31,71,59,1016.6,1013.4,3,6,28.9,30.1,"No"
2016-03-25,"Townsville",23.6,30.8,0,"ENE",37,"SE","ENE",13,28,65,56,1016.4,1013.5,2,1,28.3,29.9,"No"
2016-03-26,"Townsville",22.9,31.5,0,"ENE",30,"SE","ENE",13,22,60,49,1015.6,1012.6,1,2,27.9,30.5,"No"
2016-03-27,"Townsville",23.7,30.9,0,"ENE",31,NA,"ENE",0,24,61,39,1014.5,1011.8,1,1,27.8,30.1,"No"
2016-03-28,"Townsville",23.2,30.5,0,"ENE",30,"ESE","ENE",9,24,64,61,1015.7,1013.2,1,1,28.2,29.8,"No"
2016-03-29,"Townsville",22.7,30.8,0,"ENE",31,"ESE","NE",13,24,68,65,1016.8,1013.7,1,2,28,29.9,"No"
2016-03-30,"Townsville",22.6,31.4,0,"NE",31,"SE","NE",15,24,64,50,1015.5,1012.5,2,1,28.4,30.7,"No"
2016-03-31,"Townsville",23.2,31.9,0,"ENE",37,"SE","ENE",13,30,64,59,1015,1011.2,2,1,28.9,30.6,"No"
2016-04-01,"Townsville",24.1,32.2,0,"ENE",39,"ESE","ENE",11,30,64,54,1015.3,1012.5,2,1,28.6,31,"No"
2016-04-02,"Townsville",24.1,32.3,0,"NE",35,"SE","ENE",15,24,66,62,1017.1,1013.8,4,3,29.3,30.7,"No"
2016-04-03,"Townsville",23.2,31.9,0,"ENE",37,"SSE","ENE",17,24,53,49,1015.7,1013.6,1,1,28.3,30.4,"No"
2016-04-04,"Townsville",21,32.2,0,"ESE",39,"SSE","ENE",22,26,60,48,1014.9,1011.3,5,3,27.6,30.9,"No"
2016-04-05,"Townsville",21.7,31.3,0,"ENE",35,"SE","ENE",19,26,58,51,1014.6,1012,5,6,27.5,30,"No"
2016-04-06,"Townsville",20.7,32.2,0,"ENE",35,"SSE","ENE",17,26,57,54,1016.5,1012.7,2,6,28,30.6,"No"
2016-04-07,"Townsville",24.7,30.9,0,"E",50,"ESE","ESE",13,17,68,67,1017.8,1014.3,7,7,26.8,28.2,"No"
2016-04-08,"Townsville",21.7,31.3,0,"SE",35,"SE","ENE",15,20,51,45,1017,1013.9,1,NA,27.2,30.7,"No"
2016-04-09,"Townsville",21,31.6,0,"ESE",46,"SSE","SE",17,28,57,71,1016.9,1014.5,3,7,27.8,28.2,"No"
2016-04-10,"Townsville",22.4,30.6,1.2,"ESE",39,"SE","ENE",17,13,79,61,1017.7,1014.6,7,7,25.7,29.5,"Yes"
2016-04-11,"Townsville",23.7,31.2,0,"NE",31,"SSW","NE",2,22,75,60,1015.9,1012.6,7,7,26.4,30.1,"No"
2016-04-12,"Townsville",22.3,31.9,0,"NE",33,"S","ENE",11,24,57,49,1015,1011.1,1,NA,27.7,30.8,"No"
2016-04-13,"Townsville",21.9,32.3,0,"E",39,"S","ESE",11,22,58,50,1015.4,1012,2,3,27.5,31.7,"No"
2016-04-14,"Townsville",22.3,27.6,11.6,"SE",43,"SSW","SSE",19,24,94,91,1016.4,1015.2,7,8,22.7,24.5,"Yes"
2016-04-15,"Townsville",22.4,30.5,7.6,"ESE",59,"SSE","ESE",20,26,68,79,1017.1,1014.4,7,7,26.6,26.8,"Yes"
2016-04-16,"Townsville",22.4,29.8,0.2,"SE",39,"SE","ENE",20,22,59,61,1016.7,1012.7,7,6,26.4,27.2,"No"
2016-04-17,"Townsville",20.7,30.6,0,"E",41,"ESE","ENE",9,28,64,60,1015.1,1011.3,2,7,26.6,28.3,"No"
2016-04-18,"Townsville",21.4,30.6,0,"ENE",35,"ESE","ENE",7,30,67,56,1015.1,1011.3,6,1,26,29.3,"No"
2016-04-19,"Townsville",21.8,30.1,0,"ENE",33,"ESE","NE",9,26,65,63,1015.7,1013,2,6,27,28.7,"No"
2016-04-20,"Townsville",22.6,31.8,0,"SE",41,"SE","ENE",19,30,66,56,1017.5,1014.5,4,2,27.4,29.6,"No"
2016-04-21,"Townsville",22.7,31.1,0,"ENE",41,"SE","ENE",15,31,63,54,1017.7,1014.5,5,7,27.6,29.6,"No"
2016-04-22,"Townsville",20.9,31,0,"ENE",35,"SE","ENE",13,26,62,61,1016.9,1013.4,5,6,27.1,28.6,"No"
2016-04-23,"Townsville",20.5,30.7,0,"ENE",41,"ESE","E",9,28,66,44,1015.5,1012.8,1,2,26.7,30.2,"No"
2016-04-24,"Townsville",19.8,31.3,0,"ENE",48,"SE","ENE",13,33,66,45,1016.6,1014.4,3,3,26.6,30,"No"
2016-04-25,"Townsville",21.9,31,0,"E",44,"SE","ENE",20,31,53,44,1018.4,1015.2,1,2,27.4,29.9,"No"
2016-04-26,"Townsville",21.4,30.4,0,"ESE",46,"SE","ENE",22,28,52,56,1017.5,1014,5,6,26.4,28.3,"No"
2016-04-27,"Townsville",20.5,30.3,0,"ESE",43,"S","E",17,30,60,58,1016.2,1012.7,7,7,25.9,28.4,"No"
2016-04-28,"Townsville",20.6,30.9,0,"ENE",44,"SE","E",15,28,66,56,1016.1,1014,5,3,26.2,30.4,"No"
2016-04-29,"Townsville",23,30.9,0.4,"ESE",41,"SSE","E",17,30,69,63,1017.3,1013.7,7,6,26.6,29.2,"No"
2016-04-30,"Townsville",21.3,31,0,"ENE",37,"SE","ENE",17,24,68,69,1017.4,1014,2,NA,27.5,29,"No"
2016-05-01,"Townsville",21.5,31.4,0,"NE",33,"SE","ENE",11,28,73,70,1017.4,1013.5,4,NA,28.1,29.3,"No"
2016-05-02,"Townsville",22.3,31,0,"ENE",30,"SE","NE",4,19,81,67,1015.8,1012,1,NA,27.4,29.6,"No"
2016-05-03,"Townsville",22.2,31.4,0,"NNE",28,"NW","N",6,17,80,63,1014.9,1011.1,3,NA,26.8,29.6,"No"
2016-05-04,"Townsville",22.7,31.3,0,"NE",26,"WNW","NNE",4,11,69,62,1015.5,1011.9,NA,8,27.6,29.4,"No"
2016-05-05,"Townsville",21.2,31.6,0,"NE",35,"ESE","ENE",15,28,69,66,1016.6,1013.1,NA,NA,28.2,29.2,"No"
2016-05-06,"Townsville",24,30.8,0,"NE",33,"SE","ENE",19,26,73,69,1016.4,1012.8,NA,1,27.3,28.7,"No"
2016-05-07,"Townsville",23.3,30.5,0,"E",37,"SE","ENE",22,26,70,63,1015.5,1012.6,2,NA,27.5,29.2,"No"
2016-05-08,"Townsville",23,29.8,0,"E",39,"ESE","E",22,31,76,63,1016,1012.4,8,1,25.7,28.2,"No"
2016-05-09,"Townsville",24.2,28.6,0.4,"E",24,"E","NNE",6,17,75,69,1015.3,1012.4,8,4,26.7,27.6,"No"
2016-05-10,"Townsville",23.3,31.3,0,"NE",26,"W","ENE",7,17,73,64,1014.6,1011,3,NA,27.2,29.9,"No"
2016-05-11,"Townsville",24.7,28.6,0,"SSW",50,"SSW","SW",30,24,30,31,1016.1,1013.4,5,8,26,26.5,"No"
2016-05-12,"Townsville",18.5,28.1,0,"ENE",31,"SSW","NE",11,20,39,38,1018.2,1014.9,NA,NA,23,26.4,"No"
2016-05-13,"Townsville",15.4,29.8,0,"ENE",35,"S","NE",15,26,42,44,1019.8,1016,NA,1,24.5,27.9,"No"
2016-05-14,"Townsville",18.2,29.4,0,"E",39,"SSW","E",11,26,46,56,1019.3,1016.3,NA,1,24.2,28.1,"No"
2016-05-15,"Townsville",17.8,29.3,0,"ENE",37,"SSE","ENE",19,28,56,53,1018.4,1014.5,3,NA,25.2,27.7,"No"
2016-05-16,"Townsville",17.2,30,0,"E",41,"SSE","ESE",11,30,68,69,1017.7,1014.5,8,8,23.7,27,"No"
