show_id,type,title,cast,country,date_added,release_year,rating,duration,listed_in
s539,TV Show,The A List,"Lisa Ambalavanar, Ellie Duckles, Savannah Baker, Cian Barry, Eleanor Bennett, Jacob Dudman, Rosie Dwyer, Jack Kane, Max Lohan, Nneka Okoye, Micheal Ward, Georgina Sadler, Indianna Ryan",United Kingdom,06-Jul-21,2021,TV-PG,2 Seasons,"British TV Shows, International TV Shows, TV Dramas"
s541,TV Show,The Worst Witch,"Bella Ramsey, Clare Higgins, Meibh Campbell, Raquel Cassidy, Jenny Richardson, Miriam Petche, Tallulah Milligan, Wendy Craig, Shauna Shim","United Kingdom, Germany",06-Jul-21,2020,TV-G,4 Seasons,"British TV Shows, Kids' TV"
s548,TV Show,We the People,"H.E.R., Adam Lambert, Cordae, Kristen Anderson-Lopez, Daveed Diggs, Brittany Howard, Robert Lopez, Lin-Manuel Miranda, Brandi Carlile, Kyle Harvey, Bebe Rexha, Andra Day, Janelle Monáe, Amanda Gorman",United States,04-Jul-21,2021,TV-Y7,1 Season,Kids' TV
s549,TV Show,Grey's Anatomy,"Ellen Pompeo, Sandra Oh, Katherine Heigl, Justin Chambers, Patrick Dempsey, Chandra Wilson, T.R. Knight, James Pickens Jr., Isaiah Washington, Sara Ramirez, Eric Dane, Chyler Leigh, Kate Walsh, Kevin McKidd, Jessica Capshaw",United States,03-Jul-21,2020,TV-14,17 Seasons,"Romantic TV Shows, TV Dramas"
s558,Movie,Winchester,"Helen Mirren, Jason Clarke, Sarah Snook, Angus Sampson, Finn Scicluna-O'Prey, Laura Brent, Tyler Coppin, Eamon Farren, Bruce Spence","Australia, United States",02-Jul-21,2018,PG-13,100 min,"Horror Movies, Sci-Fi & Fantasy"
s559,Movie,6 Bullets,"Jean-Claude Van Damme, Joe Flanigan, Anna-Louise Plowman, Charlotte Beaumont, Steve Nicolson, Uriel Emil, Louis Dempsey, Mark Lewis, Kristopher Van Varenberg, Bianca Brigitte VanDamme",United States,01-Jul-21,2012,R,115 min,Action & Adventure
s560,Movie,Air Force One,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson, Paul Guilfoyle, William H. Macy, Liesel Matthews, Dean Stockwell, Xander Berkeley, Bill Smitrovich, Elya Baskin, David Vadim, Tom Everett, Spencer Garrett, Philip Baker Hall","United States, Germany",01-Jul-21,1997,R,125 min,Action & Adventure
s562,Movie,Austin Powers in Goldmember,"Mike Myers, Beyoncé Knowles-Carter, Seth Green, Michael York, Robert Wagner, Mindy Sterling, Verne Troyer, Michael Caine, Fred Savage",United States,01-Jul-21,2002,PG-13,94 min,"Action & Adventure, Comedies"
s563,Movie,Austin Powers: International Man of Mystery,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers, Robert Wagner, Seth Green, Fabiana Udenio, Mindy Sterling, Paul Dillon, Charles Napier, Will Ferrell",United States,01-Jul-21,1997,PG-13,90 min,Comedies
s564,Movie,Austin Powers: The Spy Who Shagged Me,"Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Will Ferrell",United States,01-Jul-21,1999,PG-13,95 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
s565,Movie,Boogie Nights,"Mark Wahlberg, Burt Reynolds, Julianne Moore, Heather Graham, William H. Macy, Don Cheadle, Philip Seymour Hoffman, Luis Guzmán, John C. Reilly, Philip Baker Hall",United States,01-Jul-21,1997,R,155 min,"Comedies, Dramas, Independent Movies"
s567,Movie,Charlie's Angels,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell, Kelly Lynch, Tim Curry, Crispin Glover, Matt LeBlanc, LL Cool J, Tom Green, Luke Wilson","United States, Germany",01-Jul-21,2000,PG-13,98 min,"Action & Adventure, Comedies"
s568,Movie,Congo,"Dylan Walsh, Laura Linney, Ernie Hudson, Tim Curry, Joe Don Baker, Grant Heslov, Adewale Akinnuoye-Agbaje, Mary Ellen Trainor",United States,01-Jul-21,1995,PG-13,108 min,"Action & Adventure, Thrillers"
s569,Movie,Dennis the Menace,"Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd, Lea Thompson, Robert Stanton, Paul Winfield",United States,01-Jul-21,1993,PG,96 min,"Children & Family Movies, Comedies"
s573,Movie,Hampstead,"Diane Keaton, Brendan Gleeson, Lesley Manville, Jason Watkins, James Norton, Phil Davis","United Kingdom, Belgium",01-Jul-21,2019,PG-13,103 min,"Comedies, Dramas, International Movies"
s574,Movie,Kung Fu Panda,"Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane, Seth Rogen, Lucy Liu, Jackie Chan, David Cross, Randall Duk Kim, James Hong","United States, China",01-Jul-21,2008,PG,94 min,"Children & Family Movies, Comedies"
s575,Movie,Kung Fu Panda 2,"Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman, Seth Rogen, Lucy Liu, Jackie Chan, David Cross, James Hong, Michelle Yeoh","United States, China",01-Jul-21,2011,PG,93 min,"Children & Family Movies, Comedies"
s576,Movie,Life as We Know It,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett, Brynn Clagett, Brooke Clagett, Hayes MacArthur, Christina Hendricks, Sarah Burns, Jessica St. Clair",United States,01-Jul-21,2010,PG-13,115 min,"Comedies, Dramas, Romantic Movies"
s577,Movie,Mary Magdalene,"Rooney Mara, Joaquin Phoenix, Chiwetel Ejiofor, Tahar Rahim, Ariane Labed, Denis Ménochet, Lubna Azabal, Tchéky Karyo, Charles Babalola, Tawfeek Barhom, Ryan Corr, Uri Gavriel, Shira Haas, Tsahi Halevi, Michael Moshonov","United Kingdom, Australia, United States",01-Jul-21,2019,R,120 min,"Dramas, Faith & Spirituality, International Movies"
s579,Movie,Memoirs of a Geisha,"Zhang Ziyi, Ken Watanabe, Koji Yakusho, Michelle Yeoh, Kaori Momoi, Youki Kudoh, Gong Li, Cary-Hiroyuki Tagawa, Mako Iwamatsu, Navia Nguyen, Karl Yune","France, Japan, United States",01-Jul-21,2005,PG-13,145 min,"Dramas, Romantic Movies"
s580,Movie,Midnight Run,"Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton, Dennis Farina, Joe Pantoliano, Richard Foronjy, Robert Miranda, Jack Kehoe, Wendy Phillips, Philip Baker Hall",United States,01-Jul-21,1988,R,126 min,"Action & Adventure, Classic Movies, Comedies"
s582,Movie,Mortal Kombat,"Christophe Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa, Bridgette Wilson-Sampras, Talisa Soto, Trevor Goddard, Chris Casamassa, François Petit, Keith Cooke",United States,01-Jul-21,1995,PG-13,101 min,"Action & Adventure, Sci-Fi & Fantasy"
s583,Movie,Mother's Day,"Jennifer Aniston, Kate Hudson, Julia Roberts, Jason Sudeikis, Britt Robertson, Timothy Olyphant, Margo Martindale, Shay Mitchell, Jack Whitehall, Hector Elizondo, Jon Lovitz, Larry Miller, Cameron Esposito, Aasif Mandvi, Jennifer Garner, Sarah Chalke",United States,01-Jul-21,2016,PG-13,118 min,"Comedies, Dramas"
s584,Movie,No Strings Attached,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes, Greta Gerwig, Lake Bell, Olivia Thirlby, Ludacris, Jake Johnson, Mindy Kaling, Talia Balsam","United States, United Kingdom",01-Jul-21,2011,R,109 min,"Comedies, Romantic Movies"
s585,Movie,Not Another Teen Movie,"Chyler Leigh, Chris Evans, Jaime Pressly, Eric Christian Olsen, Mia Kirshner, Deon Richmond, Eric Jungmann, Ron Lester, Cody McMains, Sam Huntington, Lacey Chabert, JoAnna Garcia Swisher, Samm Levine, Cerina Vincent",United States,01-Jul-21,2001,R,89 min,Comedies
s586,Movie,Ophelia,"Daisy Ridley, Naomi Watts, Clive Owen, George MacKay, Tom Felton, Devon Terrell, Dominic Mafham, Daisy Head","United Kingdom, United States",01-Jul-21,2018,PG-13,106 min,"Dramas, Romantic Movies"
s589,TV Show,Rainbow Rangers,"Penelope Rawlins, Juliette Crosbie, Zehra Naqvi, Phillipa Alexander, Aileen Mythen",United States,01-Jul-21,2018,TV-Y,1 Season,Kids' TV
s590,Movie,Red Joan,"Judi Dench, Sophie Cookson, Nina Sosanya, Tom Hughes, Tereza Srbová, Stephen Campbell Moore, Ben Miles, Freddie Gaminara, Robin Soans, Kevin Fuller",United Kingdom,01-Jul-21,2019,R,101 min,"Dramas, International Movies"
s592,Movie,Seven Pounds,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Barry Pepper, Elpidia Carrillo, Robinne Lee, Joe Nunez, Bill Smitrovich, Tim Kelleher, Gina Hecht, Andy Milder, Judyann Elder, Sarah Jane Morris",United States,01-Jul-21,2008,PG-13,123 min,"Dramas, Romantic Movies"
s593,Movie,She's Out of My League,"Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel, Nate Torrence, Krysten Ritter, Geoff Stults, Lindsay Sloane, Andrew Daly, Jasika Nicole, Kyle Bornheimer",United States,01-Jul-21,2010,R,106 min,"Comedies, Romantic Movies"
s594,Movie,Snow Day,"Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk, Iggy Pop, Pam Grier, John Schneider, Chevy Chase, Zena Grey, Josh Peck",United States,01-Jul-21,2000,PG,89 min,"Children & Family Movies, Comedies"
s595,Movie,Star Trek,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana, Simon Pegg, John Cho, Anton Yelchin, Eric Bana, Leonard Nimoy, Bruce Greenwood, Ben Cross, Winona Ryder","United States, Germany",01-Jul-21,2009,PG-13,128 min,"Action & Adventure, Sci-Fi & Fantasy"
s596,Movie,Stuart Little,"Michael J. Fox, Jonathan Lipnicki, Geena Davis, Hugh Laurie, Nathan Lane","Germany, United States",01-Jul-21,1999,PG,85 min,"Children & Family Movies, Comedies"
s597,Movie,Sword of Trust,"Marc Maron, Jon Bass, Michaela Watkins, Jillian Bell, Toby Huss, Dan Bakkedahl, Lynn Shelton, Whitmer Thomas",United States,01-Jul-21,2019,R,89 min,"Comedies, Dramas, Independent Movies"
s598,Movie,Talladega Nights: The Ballad of Ricky Bobby,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole, Michael Clarke Duncan, Leslie Bibb, Jane Lynch, Amy Adams, Andy Richter, Molly Shannon",United States,01-Jul-21,2006,PG-13,108 min,"Action & Adventure, Comedies, Sports Movies"
s599,Movie,The American,"George Clooney, Violante Placido, Thekla Reuten, Paolo Bonacelli, Johan Leysen, Irina Björklund, Filippo Timi, Anna Foglietta, Björn Granath","United States, United Kingdom",01-Jul-21,2010,R,105 min,"Dramas, Thrillers"
s600,Movie,The Best of Enemies,"Taraji P. Henson, Sam Rockwell, Babou Ceesay, Anne Heche, Wes Bentley, Nick Searcy, Bruce McGill, John Gallagher Jr., Nicholas Logan, Gilbert Glenn Brown",United States,01-Jul-21,2019,PG-13,133 min,Dramas
s601,Movie,The Game,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat, Carroll Baker, Anna Katarina, Armin Mueller-Stahl",United States,01-Jul-21,1997,R,129 min,Thrillers
s602,Movie,The Karate Kid,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove, Randee Heller, William Zabka, Ron Thomas, Rob Garrison",United States,01-Jul-21,1984,PG,127 min,"Action & Adventure, Children & Family Movies, Classic Movies"
s603,Movie,The Karate Kid Part II,"Ralph Macchio, Pat Morita, Nobu McCarthy, Tamlyn Tomita, Yuji Okumoto, Joey Miyashima, Marc Hayashi, Danny Kamekona, Tony O'Dell, Martin Kove, William Zabka",United States,01-Jul-21,1986,PG,113 min,"Action & Adventure, Children & Family Movies, Dramas"
s604,Movie,The Karate Kid Part III,"Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith, Martin Kove, Sean Kanan, Jonathan Avildsen, Randee Heller, William Christopher Ford",United States,01-Jul-21,1989,PG,112 min,"Children & Family Movies, Dramas"
s605,Movie,The Life of David Gale,"Kevin Spacey, Kate Winslet, Laura Linney, Gabriel Mann, Leon Rippy, Matt Craven, Rhona Mitra, Melissa McCarthy, Jim Beaver, Chris Warner","United Kingdom, Germany, Spain, United States",01-Jul-21,2003,R,130 min,Dramas
s606,Movie,The Long Riders,"David Carradine, Keith Carradine, Robert Carradine, James Keach, Stacy Keach, Dennis Quaid, Randy Quaid, Kevin Brophy, Harry Carey Jr., Christopher Guest, Nicholas Guest, Shelby Leverington, Felice Orlandi, Pamela Reed, James Remar, Fran Ryan, Savannah Smith Boucher, Amy Stryker, James Whitmore Jr.",United States,01-Jul-21,1980,R,100 min,Action & Adventure
s607,Movie,The Queen,"Helen Mirren, Michael Sheen, James Cromwell, Helen McCrory, Alex Jennings, Roger Allam, Sylvia Syms, Mark Bazeley","United Kingdom, United States, France, Italy",01-Jul-21,2006,PG-13,103 min,"Dramas, International Movies"
s608,Movie,The Strangers,"Liv Tyler, Scott Speedman, Gemma Ward, Kip Weeks, Laura Margolis, Glenn Howerton, Alex Fisher, Peter Clayton-Luce",United States,01-Jul-21,2008,R,85 min,"Horror Movies, Thrillers"
s609,Movie,The Sum of All Fears,"Ben Affleck, Morgan Freeman, Bridget Moynahan, James Cromwell, Liev Schreiber, Michael Byrne, Colm Feore, Alan Bates, Ron Rifkin, Ciarán Hinds, Bruce McGill, Richard Marner, Philip Baker Hall","United States, Germany, Canada",01-Jul-21,2002,PG-13,124 min,Action & Adventure
s610,Movie,The Tourist,"Angelina Jolie, Johnny Depp, Paul Bettany, Timothy Dalton, Steven Berkoff, Rufus Sewell, Christian De Sica, Alessio Boni, Daniele Pecci, Giovanni Guidelli","United States, France, Italy, United Kingdom",01-Jul-21,2010,PG-13,103 min,"Action & Adventure, Romantic Movies"
s611,Movie,Underworld,"Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly, Bill Nighy, Erwin Leder, Sophia Myles, Robbie Gee, Wentworth Miller, Kevin Grevioux","United States, United Kingdom, Germany, Hungary",01-Jul-21,2003,R,121 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s612,Movie,Underworld: Awakening,"Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James, India Eisley, Sandrine Holt, Charles Dance, Kris Holden-Ried, Jacob Blair, Adam Greydon Reid","United States, Canada",01-Jul-21,2012,R,89 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s613,Movie,Underworld: Rise of the Lycans,"Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh, Kevin Grevioux, David Aston, Geraldine Brophy, Leighton Cardno, Alex Carroll, Elizabeth Hawthorne, Jason Hood","United States, New Zealand",01-Jul-21,2009,R,92 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s615,Movie,What Dreams May Come,"Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow, Jessica Brooks Grant, Josh Paddock, Rosalind Chao, Lucinda Jenney, Maggie McCarthy, Wilma Bonet, Matt Salinger, Carin Sprague, June Carryl, Paul P. Card IV, Werner Herzog","United States, New Zealand",01-Jul-21,1998,PG-13,114 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy"
s616,Movie,Why Do Fools Fall in Love,"Halle Berry, Vivica A. Fox, Larenz Tate, Lela Rochon, Little Richard, Paul Mazursky, Pamela Reed, Alexis Cruz",United States,01-Jul-21,1998,R,116 min,"Dramas, Music & Musicals, Romantic Movies"
s619,Movie,America: The Motion Picture,"Channing Tatum, Jason Mantzoukas, Olivia Munn, Andy Samberg, Bobby Moynihan, Judy Greer, Will Forte, Raoul Trujillo, Killer Mike, Simon Pegg",United States,30-Jun-21,2021,TV-MA,98 min,"Action & Adventure, Comedies"
s621,TV Show,Droppin' Cash: Los Angeles,,United States,30-Jun-21,2019,TV-MA,1 Season,Reality TV
s623,Movie,Lying and Stealing,"Theo James, Emily Ratajkowski, Fred Melamed, Ebon Moss-Bachrach, Isiah Whitlock Jr., Evan Handler, Paul Jurewicz, John Gatins, Fernanda Andrade, Bob Stephenson",United States,30-Jun-21,2019,R,100 min,Thrillers
s629,TV Show,StarBeam,"Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent, Rhona Rees, Diana Kaarina",United States,29-Jun-21,2021,TV-Y,4 Seasons,Kids' TV
s631,Movie,Killing Them Softly,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, Richard Jenkins, James Gandolfini, Ray Liotta, Vincent Curatola, Slaine, Max Casella, Trevor Long, Sam Shepard",United States,28-Jun-21,2012,R,97 min,Dramas
s637,Movie,The Ice Road,"Liam Neeson, Benjamin Walker, Amber Midthunder, Marcus Thomas, Laurence Fishburne, Holt McCallany, Martin Sensmeier, Matt McCoy, Matt Salinger","United States, Canada",25-Jun-21,2021,PG-13,109 min,Action & Adventure
s639,TV Show,Sex/Life,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",United States,25-Jun-21,2021,TV-MA,1 Season,"Romantic TV Shows, TV Dramas"
s644,Movie,The Seventh Day,"Guy Pearce, Vadhir Derbez, Stephen Lang, Brady Jenness, Chris Galust, Robin Bartlett, Heath Freeman, Keith David",United States,24-Jun-21,2021,R,87 min,Horror Movies
s649,TV Show,Too Hot to Handle,Desiree Burch,United States,23-Jun-21,2021,TV-MA,2 Seasons,"Reality TV, Romantic TV Shows"
s658,TV Show,The Mole,Anderson Cooper,United States,21-Jun-21,2001,TV-14,2 Seasons,"Reality TV, TV Action & Adventure, TV Mysteries"
s661,TV Show,Black Lightning,"Cress Williams, James Remar, Marvin 'Krondon' Jones III, Jill Scott, China Anne McClain, Damon Gupton, Nafessa Williams, Christine Adams",United States,19-Jun-21,2021,TV-14,4 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s663,TV Show,Champions,"Anders Holm, Fortune Feimster, Andy Favreau, J.J. Totah, Mouzam Makkar, Yassir Lester, Robert Costanzo, Ginger Gonzaga, Mindy Kaling",United States,19-Jun-21,2018,TV-14,1 Season,TV Comedies
s668,TV Show,Glee,"Lea Michele, Chris Colfer, Jane Lynch, Matthew Morrison, Cory Monteith, Naya Rivera, Kevin McHale, Jenna Ushkowitz, Amber Riley, Mark Salling, Heather Morris, Harry Shum Jr., Jayma Mays, Dianna Agron",United States,19-Jun-21,2015,TV-14,6 Seasons,"TV Comedies, TV Dramas, Teen TV Shows"
s669,TV Show,Hap and Leonard,"James Purefoy, Michael Kenneth Williams, Jimmi Simpson, Bill Sage, Christina Hendricks, Pollyanna McIntosh, Jeff Pope, Neil Sandilands, Henry G. Sanders, Enrique Murciano",United States,19-Jun-21,2018,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas"
s675,TV Show,Pose,"Mj Rodriguez, Billy Porter, Evan Peters, Kate Mara, James Van Der Beek, Dominique Jackson, Angelica Ross, Hailie Sahar, Ryan Jamaal Swain, Indya Moore, Dyllon Burnside",United States,19-Jun-21,2019,TV-MA,2 Seasons,TV Dramas
s677,TV Show,Riverdale,"K.J. Apa, Lili Reinhart, Camila Mendes, Cole Sprouse, Marisol Nichols, Madelaine Petsch, Ashleigh Murray, Mädchen Amick, Luke Perry, Casey Cott, Charles Melton, Mark Consuelos, Lochlyn Munro, Peter Bryant, Colin Lawrence, Molly Ringwald, Asha Bromfield, Barclay Hope, Hayley Law, Martin Cummins, Sarah Habel, Nathalie Boltt, Skeet Ulrich",United States,19-Jun-21,2019,TV-14,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries"
s678,TV Show,Schitt's Creek,"Eugene Levy, Catherine O'Hara, Daniel Levy, Annie Murphy, Chris Elliott, Jennifer Robertson, Emily Hampshire, Tim Rozon, Sarah Levy, Dustin Milligan","Canada, United States",19-Jun-21,2020,TV-MA,6 Seasons,TV Comedies
s679,TV Show,The Assassination of Gianni Versace,"Edgar Ramírez, Darren Criss, Ricky Martin, Penélope Cruz",United States,19-Jun-21,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Thrillers"
s681,TV Show,The Last Dance,"Michael Jordan, Scottie Pippen, Dennis Rodman",United States,19-Jun-21,2020,TV-MA,1 Season,Docuseries
s682,TV Show,They've Gotta Have Us,"Debbie Allen, Harry Belafonte, John Boyega, Diahann Carroll, Ernest R. Dickerson, Laurence Fishburne, Nelson George, Whoopi Goldberg, Cuba Gooding Jr., LilRel Howery, Barry Jenkins, Kasi Lemmons, David Oyelowo, Robert Townsend, Jesse Williams",United Kingdom,19-Jun-21,2018,TV-MA,1 Season,"British TV Shows, Docuseries"
s686,Movie,Fatherhood,"Kevin Hart, Alfre Woodard, Lil Rel Howery, DeWanda Wise, Frankie Faison, Anthony Carrigan, Paul Reiser, Melody Hurd",United States,18-Jun-21,2021,PG-13,111 min,Dramas
s697,TV Show,Black Summer,"Jaime King, Justin Chu Cary, Christine Lee, Sal Velez Jr., Kelsey Flower, Erika Hau, Edsson Morales, Gwynyth Walsh, Stafford Perry, Mustafa Alabssi","Canada, United States",17-Jun-21,2021,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas, TV Horror"
s703,Movie,Silver Linings Playbook,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman",United States,17-Jun-21,2012,R,122 min,"Comedies, Dramas, Independent Movies"
s709,Movie,Lowriders,"Demián Bichir, Gabriel Chavarria, Theo Rossi, Melissa Benoist, Tony Revolori, Eva Longoria, Yvette Monreal, Cress Williams",United States,16-Jun-21,2016,PG-13,98 min,"Dramas, Independent Movies"
s714,TV Show,Avengers Climate Conundrum,"Giles Panton, Michael Daingerfield, Bill Newton, James Blight, Nicole Oliver, Adrian Petriw, Alex Barima, Rebecca Shoichet",United States,15-Jun-21,2020,TV-Y7,1 Season,"Kids' TV, TV Comedies"
s717,Movie,FTA,"Jane Fonda, Donald Sutherland, Pamela Donegan, Len Chandler, Michael Alaimo, Holly Near, Paul Mooney, Rita Martinson",United States,15-Jun-21,1972,TV-MA,104 min,Documentaries
s719,Movie,Life of Crime,"Jennifer Aniston, Mos Def, Isla Fisher, Will Forte, Mark Boone Junior, Tim Robbins, John Hawkes, Clea Lewis, Charlie Tahan, Kevin Corrigan",United States,15-Jun-21,2013,R,101 min,"Comedies, Independent Movies"
s720,TV Show,Power Rangers Dino Fury,"Russell Curry, Hunter Deno, Kai Moya, Tessa Rao, Chance Perez, Shavaughn Ruakere, Blair Strang",United States,15-Jun-21,2021,TV-G,1 Season,Kids' TV
s722,Movie,Rogue Warfare: Death of a Nation,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Stephen Lang, Chris Mulkey",United States,15-Jun-21,2020,R,99 min,Action & Adventure
s723,Movie,Sir! No Sir!,Troy Garity,United States,15-Jun-21,2005,TV-MA,84 min,Documentaries
s724,TV Show,The American Bible Challenge,Jeff Foxworthy,United States,15-Jun-21,2014,TV-G,1 Season,Reality TV
s725,Movie,The Reason I Jump,,"United States, United Kingdom",15-Jun-21,2021,TV-14,82 min,Documentaries
s727,TV Show,Metallica: Some Kind of Monster,"James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo",United States,13-Jun-21,2014,TV-MA,1 Season,TV Shows
s728,Movie,Picture a Scientist,,United States,13-Jun-21,2020,TV-MA,97 min,Documentaries
s729,Movie,The Devil Below,"Alicia Sanz, Will Patton, Jonathan Sadowski, Adan Canto, Zach Avery, Chinaza Uche, Jesse LaTourette",United States,13-Jun-21,2021,TV-MA,89 min,Horror Movies
s735,TV Show,Lupin,"Omar Sy, Ludivine Sagnier, Clotilde Hesme, Nicole Garcia, Hervé Pierre, Soufiane Guerrab, Antoine Gouy, Fargass Assandé, Vincent Londez, Shirine Boutella","France, United States",11-Jun-21,2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure"
s737,Movie,Skater Girl,"Rachel Saanchita Gupta, Amy Maghera, Shafin Patel, Ambrish Saxena, Swati Das, Jonathan Readwin, Ankit Yadav, Anurag Arora, Vinayak Gupta, Vivek Yadav, Waheeda Rehman","United States, India",11-Jun-21,2021,PG,110 min,"Children & Family Movies, Dramas, International Movies"
s740,Movie,Wish Dragon,"Jimmy Wong, John Cho, Constance Wu, Will Yun Lee, Bobby Lee, Jimmy O. Yang, Ian Chen","China, United States, Canada",11-Jun-21,2021,PG,102 min,"Children & Family Movies, Comedies"
s741,Movie,A Haunted House 2,"Marlon Wayans, Jaime Pressly, Essence Atkins, Affion Crockett, Hayes MacArthur, Rick Overton, Ashley Rickards, Cedric the Entertainer, Dave Sheridan, Missi Pyle, Gabriel Iglesias, Steele Stebbins",United States,10-Jun-21,2014,R,86 min,"Comedies, Horror Movies"
s742,Movie,Blind Intersections,"Alaa Hammoud, Ghida Nouri, Carole Hajj, Chadi Haddad, Leila Hakim, Charbel Ziade, Nibal Arakji, Caroline Hatem, Josyane Boulos, Mario Bassil","Lebanon, United Arab Emirates",10-Jun-21,2012,TV-MA,91 min,"Dramas, International Movies"
s744,Movie,Copenhagen,"Gethin Anthony, Frederikke Dahl Hansen, Sebastian Armesto, Olivia Grant, Baard Owe, Mille Dinesen, Martin Hestbæk, Tamzin Merchant","Canada, United States, Denmark",10-Jun-21,2014,TV-MA,99 min,"Dramas, Independent Movies, Romantic Movies"
s746,Movie,Until Midnight,"Ahmad Khamis Ali, Chuka Ekweogwu, Heba Al Hamwi, Rik Aby, Merouane Ali, Khalid Al Suwaidi, Saeed Arjumand",United Arab Emirates,10-Jun-21,2019,TV-14,77 min,"International Movies, Thrillers"
s747,Movie,Awake,"Gina Rodriguez, Ariana Greenblatt, Frances Fisher, Jennifer Jason Leigh, Barry Pepper, Shamier Anderson, Finn Jones, Lucius Hoyos, Gil Bellows",United States,09-Jun-21,2021,TV-MA,97 min,"Dramas, Thrillers"
s749,TV Show,"Fresh, Fried & Crispy",,United States,09-Jun-21,2021,TV-PG,1 Season,Reality TV
s753,Movie,Vampire Academy,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne, Dominic Sherwood, Sarah Hyland, Sami Gayle","United States, United Kingdom",07-Jun-21,2014,PG-13,104 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
s755,Movie,A Private War,"Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan","United Kingdom, United States",05-Jun-21,2018,R,110 min,"Dramas, Independent Movies"
s758,Movie,Breaking Boundaries: The Science Of Our Planet,"David Attenborough, Johan Rockström",United States,04-Jun-21,2021,TV-PG,74 min,Documentaries
s759,TV Show,Feel Good,"Mae Martin, Charlotte Ritchie, Lisa Kudrow, Sophie Thompson, Tom Andrews, Tobi Bamtefa, Phil Burgers, Ophelia Lovibond, Adrian Lukis, Ritu Arya, Ramon Tikaram",United Kingdom,04-Jun-21,2021,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas"
s764,TV Show,Sweet Tooth,"Nonso Anozie, Christian Convery, Adeel Akhtar, Stefania LaVie Owen, Dania Ramirez, Aliza Vellani, Will Forte, James Brolin, Neil Sandilands, Mia Artemis",United States,04-Jun-21,2021,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s771,Movie,Myriam Fares: The Journey,Myriam Fares,United Arab Emirates,03-Jun-21,2021,TV-14,72 min,"Documentaries, International Movies, Music & Musicals"
s775,Movie,2 Hearts,"Jacob Elordi, Adan Canto, Radha Mitchell, Tiera Skovbye, Kari Matchett, Tahmoh Penikett",United States,02-Jun-21,2020,PG-13,101 min,"Dramas, Faith & Spirituality, Romantic Movies"
