userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
1268436,15,5,1998,5,female,343,840,421,255,176,77,54,178,122
1726050,15,10,1998,7,female,454,888,575,258,271,158,40,100,231
1894921,23,29,1990,3,female,1641,853,283,260,167,119,19,141,148
2055620,14,21,1999,6,female,601,893,478,252,605,65,268,187,337
1309217,21,5,1992,8,male,693,885,406,249,408,170,209,79,199
1941191,38,25,1975,9,male,2027,993,587,256,240,191,142,65,98
2170012,23,11,1990,7,male,672,960,729,258,43,258,28,0,15
2090717,17,5,1996,6,male,1082,848,682,276,202,107,89,169,113
1213712,18,26,1995,4,female,898,853,422,261,228,189,142,72,86
2108097,19,11,1994,4,female,588,870,547,270,91,270,70,0,21
1441976,30,3,1983,12,female,243,845,172,264,294,264,254,0,40
1085907,19,27,1994,7,female,504,952,284,263,750,263,679,0,71
1714511,19,20,1994,9,male,421,843,763,262,864,262,709,0,155
1325458,16,26,1997,9,male,535,910,312,290,623,25,171,265,452
1268684,18,19,1995,5,male,503,841,338,284,239,183,143,101,96
1182093,22,30,1991,7,male,128,918,818,290,1197,134,871,156,326
1723684,29,6,1984,8,female,849,977,678,280,512,57,137,223,375
1509269,18,22,1995,8,male,891,895,299,278,93,275,62,3,31
1631822,16,18,1997,2,female,287,975,467,286,460,278,291,8,169
1879133,17,30,1996,9,male,406,898,716,285,117,285,29,0,88
1358236,19,11,1994,8,female,524,895,681,277,479,277,331,0,148
1307929,19,27,1994,10,male,945,886,383,287,434,287,324,0,110
2006369,21,13,1992,3,male,590,986,566,302,100,7,29,295,71
1757852,18,2,1995,8,male,281,973,461,295,157,177,105,118,52
2168964,18,11,1995,1,male,1022,980,601,296,461,203,156,93,305
1331204,15,17,1998,1,male,545,952,902,305,140,285,109,20,31
1497078,19,17,1994,10,female,1174,931,463,303,360,279,306,24,54
2105913,24,28,1989,3,female,2410,845,466,304,253,288,233,16,20
1729855,17,5,1996,9,male,589,925,762,308,472,225,338,83,134
1833030,18,9,1995,9,male,1671,931,148,298,524,225,398,73,126
1492710,17,12,1996,6,male,673,836,561,306,106,306,58,0,48
1080540,19,1,1994,3,male,566,933,714,295,83,295,34,0,49
1773597,19,7,1994,6,female,372,864,155,293,248,293,211,0,37
1694341,19,23,1994,8,male,554,841,613,308,362,308,166,0,196
1341966,23,23,1990,10,male,408,878,570,299,192,299,187,0,5
1759415,26,28,1987,10,male,160,903,823,302,287,302,286,0,1
1389722,18,30,1995,7,female,121,853,590,298,1635,298,1124,0,511
1710601,20,11,1993,8,female,570,923,293,293,476,293,431,0,45
1948852,23,25,1990,11,female,413,921,232,294,575,294,536,0,39
1129251,19,7,1994,10,female,454,894,550,317,606,13,250,304,356
1461049,24,5,1989,9,female,442,909,520,327,214,91,52,236,162
1945703,18,2,1995,4,female,618,881,577,314,777,65,202,249,575
1372655,23,11,1990,10,male,692,979,684,321,378,250,212,71,166
2096854,26,23,1987,3,female,1490,992,366,309,872,291,524,18,348
1151810,19,3,1994,8,female,841,879,576,324,200,324,129,0,71
1435344,31,23,1982,3,female,1229,979,707,321,214,321,186,0,28
1531763,23,26,1990,10,female,379,895,103,319,947,319,773,0,174
2163146,37,10,1976,4,female,237,851,488,337,921,53,321,284,600
1245028,26,20,1987,5,male,453,895,850,329,66,221,58,108,8
1107589,17,21,1996,2,female,668,880,511,343,249,178,112,165,137
1150444,21,8,1992,3,female,534,981,551,340,302,238,154,102,148
2158581,22,14,1991,5,male,566,854,760,333,178,333,168,0,10
1008673,14,11,1999,12,female,216,993,294,368,307,147,82,221,225
1179211,27,10,1986,10,male,636,903,623,366,405,103,233,263,172
1942019,20,18,1993,7,female,609,839,537,359,1077,142,632,217,445
2123961,22,26,1991,9,female,613,911,718,347,491,268,283,79,208
1230864,21,18,1992,1,female,638,994,536,351,56,351,38,0,18
1742855,18,19,1995,12,male,359,848,752,349,205,349,181,0,24
1276500,35,23,1978,10,male,670,971,837,354,214,354,127,0,87
1751445,27,7,1986,5,female,484,927,669,365,528,365,484,0,44
1407083,18,9,1995,6,female,1722,990,555,385,347,63,154,322,193
1224745,42,22,1971,5,female,379,865,500,389,426,99,110,290,316
1950258,17,24,1996,4,female,606,909,358,393,1030,302,633,91,397
1164571,16,20,1997,10,male,566,942,324,370,221,370,152,0,69
1520019,18,8,1995,3,male,982,909,671,375,183,375,119,0,64
1144646,16,6,1997,2,male,486,946,512,372,472,372,411,0,61
1229156,17,1,1996,6,female,699,870,747,400,363,28,274,372,89
1271178,18,4,1995,3,female,1538,872,408,395,738,117,271,278,467
2079691,19,27,1994,10,female,828,931,397,416,937,281,439,135,498
1842852,15,11,1998,5,female,588,894,404,396,162,389,39,7,123
1475109,17,17,1996,12,female,634,980,757,412,240,299,107,113,133
1649066,16,11,1997,8,male,264,873,496,404,90,315,73,89,17
1343588,17,25,1996,7,female,368,970,552,397,587,292,137,105,450
1482349,18,13,1995,3,female,915,994,528,419,597,362,313,57,284
1840565,21,5,1992,11,female,629,870,567,404,475,357,319,47,156
1312891,19,11,1994,11,female,464,841,545,415,861,378,652,37,209
2160507,23,5,1990,5,female,623,990,649,403,1516,363,612,40,904
2103109,28,1,1985,1,male,481,994,797,414,187,414,155,0,32
1818284,23,15,1990,12,female,560,970,478,445,980,237,611,208,369
1063782,16,5,1997,8,female,684,850,466,445,406,366,116,79,290
1624213,19,5,1994,9,female,653,850,566,444,474,420,420,24,54
1894144,18,30,1995,10,male,489,903,450,427,658,399,296,28,362
1680399,24,3,1989,7,male,365,917,851,422,224,422,213,0,11
1213604,17,11,1996,4,female,411,991,396,444,717,444,460,0,257
1632857,19,7,1994,6,female,342,911,721,473,167,23,83,450,84
1278207,16,25,1997,6,female,560,868,368,478,411,0,296,478,115
1965927,18,6,1995,8,female,324,868,489,466,545,51,153,415,392
1742015,36,3,1977,5,female,604,894,620,473,355,4,135,469,220
1922050,16,4,1997,6,female,692,885,607,457,731,247,515,210,216
1955571,16,1,1997,8,female,290,855,490,452,542,396,403,56,139
1211705,18,25,1995,10,male,816,966,808,473,369,428,195,45,174
1951460,18,6,1995,2,female,247,858,55,454,1154,452,1081,2,73
1088981,16,22,1997,1,female,683,992,473,470,761,470,516,0,245
2163048,17,9,1996,6,male,479,907,685,514,180,142,130,372,50
1343370,18,25,1995,7,female,161,966,253,505,555,166,371,339,184
1213086,19,1,1994,8,female,915,972,224,493,394,287,117,206,277
1158541,23,21,1990,9,female,465,858,648,500,658,104,329,396,329
1370493,18,19,1995,4,female,552,918,178,500,175,397,98,103,77
1052421,16,31,1997,10,female,986,864,739,514,419,410,122,104,297
1157162,18,13,1995,11,female,696,971,418,508,495,368,271,140,224
1915431,29,11,1984,12,female,703,975,491,518,413,474,265,44,148
1592352,17,13,1996,3,female,368,947,688,506,3982,487,3710,19,272
1941901,19,4,1994,6,female,1092,915,526,513,2922,454,1901,59,1021
1557125,42,20,1971,2,male,1545,929,225,485,768,389,675,96,93
1947595,16,3,1997,12,female,571,840,455,495,787,494,572,1,215
1666482,17,4,1996,10,female,472,844,538,496,297,496,265,0,32
1728468,19,28,1994,8,male,557,986,545,494,821,494,748,0,73
1726072,14,6,1999,8,female,840,970,574,524,41,2,8,522,33
1190474,19,7,1994,1,male,564,994,729,560,1914,109,782,451,1132
1835831,18,24,1995,3,female,613,918,356,555,659,160,225,395,434
1638580,25,26,1988,12,male,1549,941,360,533,431,393,195,140,236
1019712,20,20,1993,1,female,678,862,508,542,1376,533,548,9,828
1720052,20,7,1993,9,female,427,849,621,552,186,547,126,5,60
1059873,19,5,1994,5,male,664,977,879,529,53,529,43,0,10
1113495,17,27,1996,12,male,512,899,771,531,192,531,166,0,26
1547621,18,25,1995,12,male,533,966,851,523,232,523,188,0,44
1664001,24,8,1989,8,male,382,879,811,532,190,532,129,0,61
1010688,17,19,1996,11,female,693,943,248,539,659,539,543,0,116
2025624,18,10,1995,8,female,350,835,562,522,431,522,361,0,70
1561608,24,3,1989,9,male,1514,957,147,538,372,538,285,0,87
1475227,15,19,1998,5,female,469,886,125,537,1020,537,591,0,429
1212608,16,26,1997,4,female,465,970,750,528,1119,528,391,0,728
1761658,28,23,1985,5,male,645,958,630,568,423,74,405,494,18
1056758,19,3,1994,6,female,138,844,371,605,312,397,196,208,116
1429186,14,1,1999,1,female,1281,987,604,606,419,141,143,465,276
1359850,15,18,1998,7,male,281,974,768,563,579,397,226,166,353
1659509,18,2,1995,8,female,724,893,449,586,833,153,248,433,585
1331557,23,27,1990,5,female,1961,874,358,580,1406,415,792,165,614
1970597,19,27,1994,9,female,340,884,505,595,727,531,302,64,425
2034163,19,7,1994,3,male,620,983,827,576,102,576,101,0,1
1636974,18,20,1995,11,female,87,855,643,576,1620,576,1119,0,501
1038115,20,1,1993,8,male,474,921,857,644,75,4,59,640,16
1165674,16,18,1997,10,female,156,931,251,621,813,123,156,498,657
2018619,13,12,2000,1,female,449,930,524,634,802,402,273,232,529
1010317,15,11,1998,1,female,550,918,519,659,899,396,560,263,339
1280932,19,26,1994,8,female,1050,944,357,637,488,160,168,477,320
2065642,34,23,1979,11,female,567,969,598,648,595,345,276,303,319
2125725,16,6,1997,9,female,1267,935,550,620,1153,207,592,413,561
1406292,15,14,1998,3,female,291,904,446,618,828,589,706,29,122
1260308,22,24,1991,2,female,1841,993,375,635,865,593,399,42,466
2045879,15,14,1998,7,female,225,875,428,639,341,637,232,2,109
1850986,20,10,1993,8,male,349,917,709,620,191,618,140,2,51
1888742,17,1,1996,2,female,375,894,665,638,221,638,204,0,17
1615894,19,28,1994,9,male,381,982,900,649,341,649,205,0,136
1569589,21,2,1992,7,female,817,971,278,641,674,641,628,0,46
2074221,18,11,1995,11,female,579,887,594,715,580,75,215,640,365
1083779,21,26,1992,8,male,415,858,554,673,1742,44,1124,629,618
1415431,17,19,1996,3,female,651,933,462,685,560,316,294,369,266
1818067,18,31,1995,1,female,1418,952,393,680,500,198,232,482,268
1721211,18,14,1995,6,female,460,845,584,704,486,282,280,422,206
1082171,21,9,1992,12,male,1525,942,362,698,1037,174,635,524,402
1211942,22,3,1991,4,female,164,921,773,705,1067,198,488,507,579
1803152,41,17,1972,10,female,521,929,126,723,2378,340,880,383,1498
1840928,19,15,1994,5,female,1273,899,313,670,553,669,370,1,183
1672140,15,26,1998,1,female,357,931,266,667,412,667,261,0,151
2085123,20,22,1993,1,female,412,946,660,708,558,708,429,0,129
2136698,23,19,1990,5,male,341,959,437,681,676,681,283,0,393
1527302,17,6,1996,4,female,868,884,417,753,755,139,313,614,442
1242084,18,15,1995,8,female,820,856,501,749,671,35,416,714,255
1599384,14,5,1999,11,female,350,852,556,755,799,181,400,574,399
2156131,16,23,1997,8,female,515,967,255,762,599,222,411,540,188
1557179,17,8,1996,5,male,554,884,472,727,759,267,397,460,362
1682244,14,29,1999,12,female,16,847,558,737,1197,386,298,351,899
2097969,22,25,1991,9,female,367,977,692,754,5332,241,4356,513,976
1447423,25,5,1988,10,female,1771,966,527,781,1278,196,829,585,449
1389970,26,1,1987,2,female,549,966,127,781,1299,196,462,585,837
2135542,15,6,1998,8,female,400,942,519,763,397,667,165,96,232
2071084,16,22,1997,3,female,1420,930,466,753,708,681,452,72,256
1350465,18,17,1995,4,female,1153,936,351,739,533,675,512,64,21
2038354,19,4,1994,4,female,456,876,345,769,362,769,324,0,38
1891840,18,17,1995,2,male,590,966,686,816,1163,151,727,665,436
2008961,13,9,2000,2,female,15,869,569,825,3228,119,1638,706,1590
1832921,26,3,1987,1,male,365,875,646,866,266,188,156,678,110
1201823,15,13,1998,3,male,363,918,809,878,546,296,342,582,204
1638747,18,29,1995,11,male,606,866,573,843,926,584,797,259,129
1204594,21,13,1992,6,female,846,883,297,835,1563,248,639,587,924
1513531,22,14,1991,4,male,201,884,538,799,2637,470,1702,329,935
1403408,22,4,1991,8,male,339,993,592,815,1362,330,522,485,840
1478071,18,6,1995,11,female,375,896,699,812,492,729,243,83,249
1378663,18,6,1995,5,male,1418,884,319,861,1036,697,484,164,552
2190378,19,2,1994,8,male,316,927,769,827,638,808,441,19,197
1020542,21,19,1992,11,female,942,863,589,813,1152,630,826,183,326
1664451,21,28,1992,5,male,751,983,659,845,969,647,829,198,140
1983879,19,11,1994,9,female,250,940,360,802,1359,759,946,43,413
1415388,20,7,1993,1,female,386,918,456,865,2072,856,1602,9,470
1418291,27,11,1986,3,female,1990,901,250,851,2310,666,1336,185,974
1812862,15,6,1998,1,female,601,938,394,827,1225,824,1042,3,183
2143210,19,20,1994,8,female,170,922,721,975,1247,182,572,793,675
1601194,19,18,1994,10,female,492,887,581,969,449,591,249,378,200
1912842,14,17,1999,3,male,545,852,596,952,646,267,236,685,410
1959227,16,6,1997,7,female,654,915,367,888,749,423,605,465,144
1537568,18,21,1995,11,female,1002,866,352,931,1257,394,546,537,711
1310491,22,18,1991,1,female,712,897,545,922,1133,479,801,443,332
1242708,15,12,1998,10,female,543,959,676,942,1976,422,1223,520,753
1208816,19,29,1994,8,male,193,992,893,920,2395,366,514,554,1881
2137710,15,6,1998,3,female,390,862,298,889,807,726,784,163,23
1976629,18,5,1995,5,female,254,938,473,968,849,895,503,73,346
1745681,19,8,1994,5,male,458,948,780,925,676,789,536,136,140
2029860,20,2,1993,1,female,521,970,319,930,620,891,443,39,177
1815458,20,15,1993,3,female,601,874,112,947,917,889,374,58,543
1248988,24,10,1989,8,female,1120,851,460,908,1059,887,483,21,576
1952077,19,14,1994,9,male,319,908,485,965,2507,954,2072,11,435
2016439,16,16,1997,9,female,312,929,377,955,830,953,651,2,179
1763046,18,13,1995,10,male,414,979,575,961,969,955,619,6,350
1298011,20,26,1993,5,female,1650,885,462,908,637,904,368,4,269
1874930,15,22,1998,3,female,353,953,767,891,540,891,446,0,94
1961616,19,24,1994,10,male,398,884,836,880,456,880,302,0,154
1377138,24,22,1989,8,female,361,851,459,946,1966,946,1889,0,77
1467852,16,7,1997,8,female,664,987,736,1024,754,147,214,877,540
1578658,27,16,1986,5,female,176,877,598,1090,1573,197,728,893,845
1348644,39,7,1974,8,female,682,876,581,1009,1309,3,555,1006,754
1687994,19,21,1994,3,male,622,870,242,1039,2014,151,918,888,1096
1239286,20,25,1993,10,male,292,920,579,1088,1891,2,442,1086,1449
1130346,20,14,1993,7,female,788,838,462,1021,501,675,440,346,61
1072154,33,10,1980,9,female,2160,837,540,1005,337,670,236,335,101
1375876,20,29,1993,1,female,1096,886,510,1055,903,417,497,638,406
1754243,17,5,1996,7,female,323,853,435,1064,3148,287,959,777,2189
1759577,21,27,1992,5,female,1457,836,367,1050,486,845,305,205,181
1312095,15,22,1998,4,male,321,897,660,1075,967,1003,708,72,259
1505979,19,21,1994,1,female,398,934,460,1023,1240,806,655,217,585
1595387,19,30,1994,9,female,432,930,543,1083,1331,976,824,107,507
1648783,21,4,1992,12,female,698,995,540,1016,1021,753,504,263,517
1473690,16,6,1997,5,female,370,989,234,1037,1993,1024,1241,13,752
2167081,14,6,1999,9,female,420,883,631,1052,298,1046,170,6,128
1119495,19,30,1994,5,female,483,890,88,1031,1546,1029,523,2,1023
1085775,20,2,1993,2,female,596,888,508,1066,2021,1058,913,8,1108
1986553,22,23,1991,11,female,321,890,642,1081,1001,1081,965,0,36
1482065,15,24,1998,12,female,96,930,230,1148,2062,54,1575,1094,487
1765555,20,16,1993,12,male,745,973,554,1254,742,460,171,794,571
1062366,19,28,1994,9,female,480,854,761,1247,268,700,133,547,135
1902872,15,25,1998,8,female,434,903,623,1229,1018,687,567,542,451
1509949,21,18,1992,5,female,766,953,221,1173,1106,433,244,740,862
1791543,18,14,1995,5,female,1063,870,375,1257,2380,562,1522,695,858
1681425,16,28,1997,10,female,695,940,461,1274,1107,1123,972,151,135
1800873,18,11,1995,3,male,445,896,745,1146,1029,860,544,286,485
2099561,21,1,1992,10,male,529,849,645,1189,835,867,653,322,182
1226039,24,19,1989,6,female,1360,854,417,1271,1520,1038,1004,233,516
1153196,19,8,1994,2,female,274,840,589,1229,3941,1226,2773,3,1168
1173534,14,13,1999,9,male,214,926,695,1155,544,1155,471,0,73
1899722,19,22,1994,2,male,516,888,633,1281,343,1281,281,0,62
1065456,14,27,1999,2,female,420,850,413,1201,944,1201,796,0,148
2031675,26,3,1987,3,female,330,971,536,1137,1599,1137,998,0,601
1206311,18,2,1995,4,female,626,877,644,1382,695,130,363,1252,332
2188601,16,20,1997,7,female,423,928,631,1342,1261,157,376,1185,885
1119474,16,2,1997,9,female,307,851,639,1504,1183,8,84,1496,1099
1836352,19,18,1994,10,female,1032,932,492,1346,1849,171,572,1175,1277
1735886,19,21,1994,11,female,574,921,611,1487,2699,274,1520,1213,1179
1721326,17,24,1996,1,female,482,915,586,1322,830,479,121,843,709
2026351,31,7,1982,6,female,1197,930,307,1452,996,564,785,888,211
1828611,15,18,1998,11,female,237,914,510,1438,2274,891,1445,547,829
1683023,25,14,1988,10,female,1269,918,354,1384,6696,663,4105,721,2591
1504638,26,17,1987,9,female,1076,921,322,1289,2019,847,1824,442,195
1984739,17,8,1996,8,female,635,914,653,1295,606,1035,420,260,186
2011647,25,5,1988,8,female,1909,904,376,1511,900,1450,719,61,181
1585346,13,28,2000,1,female,169,861,498,1377,1852,1361,1693,16,159
1278395,15,24,1998,11,female,67,894,622,1421,1622,1344,1014,77,608
1274204,14,5,1999,1,female,81,883,389,1372,1490,1167,941,205,549
1605457,15,28,1998,9,female,887,985,610,1459,2178,1159,1062,300,1116
1407294,17,13,1996,1,female,32,952,289,1340,5018,1186,3929,154,1089
1142302,30,21,1983,11,male,403,874,691,1482,115,1482,98,0,17
2148905,24,16,1989,5,female,491,892,189,1472,479,1472,301,0,178
2006001,19,10,1994,11,male,380,955,822,1329,1459,1329,1380,0,79
1750066,23,1,1990,1,female,599,935,292,1389,860,1389,644,0,216
1387585,19,12,1994,1,female,424,925,767,1844,242,159,136,1685,106
1656687,23,2,1990,3,male,623,990,573,1606,908,204,429,1402,479
1716617,14,16,1999,2,male,261,872,710,1718,3870,84,2278,1634,1592
1769021,16,13,1997,12,male,380,902,814,1574,674,841,447,733,227
2152035,19,6,1994,6,female,151,855,669,1529,680,1054,595,475,85
1151745,18,18,1995,10,female,457,878,435,1856,1157,1313,508,543,649
1975459,17,4,1996,4,female,331,964,625,1596,2534,642,1440,954,1094
1710374,16,3,1997,12,female,396,951,674,1767,1069,1736,886,31,183
1850771,18,10,1995,4,male,205,871,541,1605,422,1312,271,293,151
1712217,23,9,1990,9,male,464,838,570,1554,730,1528,638,26,92
1606214,17,29,1996,2,male,1141,869,639,1660,1425,1498,894,162,531
1910640,23,14,1990,11,female,593,977,758,1597,3363,1393,2713,204,650
2082228,23,22,1990,4,female,295,857,431,1562,1033,1559,427,3,606
1028269,15,9,1998,4,male,274,985,801,1823,640,1823,623,0,17
1892420,19,29,1994,5,female,512,994,488,1858,337,1858,258,0,79
1441764,16,20,1997,2,female,511,852,562,1584,1922,1584,1637,0,285
1148676,26,30,1987,5,female,295,905,404,1624,3174,1624,2630,0,544
1499506,28,30,1985,7,female,379,891,454,1899,321,246,172,1653,149
1232604,31,9,1982,10,female,1884,994,542,2120,2373,391,1825,1729,548
1377295,13,2,2000,5,female,494,994,734,2237,5055,68,2400,2169,2655
1194245,15,28,1998,2,female,610,846,361,1957,856,1140,545,817,311
1787854,15,13,1998,8,female,379,938,205,1979,1175,919,559,1060,616
1172761,14,22,1999,11,female,585,846,629,2041,2208,1337,1570,704,638
1026737,14,10,1999,12,female,279,955,371,1931,1255,813,541,1118,714
1930086,14,16,1999,1,female,281,955,396,2065,2493,541,699,1524,1794
1259677,16,19,1997,10,male,207,945,619,2195,2249,1143,1003,1052,1246
1743034,17,22,1996,4,male,89,949,609,1942,1727,1034,1335,908,392
1221584,18,22,1995,3,female,433,922,533,2035,2950,1467,1705,568,1245
1182199,19,11,1994,3,male,109,938,778,2094,2379,1156,1179,938,1200
1335059,19,11,1994,10,female,78,843,164,1920,2329,938,1852,982,477
1231302,23,7,1990,10,female,927,889,437,2009,1839,1409,1433,600,406
1592556,24,16,1989,10,female,375,923,516,1903,2053,1290,876,613,1177
1491057,19,24,1994,8,female,380,845,473,1892,4056,1285,1535,607,2521
1753675,16,29,1997,11,male,555,983,340,1965,782,1900,643,65,139
1336780,20,1,1993,1,male,271,984,822,2186,1196,2028,1094,158,102
1033792,21,10,1992,3,female,599,900,549,1907,951,1707,547,200,404
1077098,26,16,1987,5,male,348,890,784,2331,1072,2274,645,57,427
2048718,20,21,1993,10,female,205,965,221,2158,1793,2011,1371,147,422
1310366,16,22,1997,9,female,43,850,479,2215,7040,1961,4295,254,2745
1862774,20,1,1993,8,female,150,955,130,1979,3498,1874,1913,105,1585
1880512,22,29,1991,1,female,944,954,441,2028,2823,2008,2133,20,690
1620277,15,8,1998,5,male,263,840,690,1972,320,1972,145,0,175
1704800,17,5,1996,7,female,415,923,102,2138,312,2138,243,0,69
1333148,17,14,1996,2,male,473,888,783,1921,346,1921,261,0,85
1786999,20,12,1993,9,male,405,982,713,2124,1506,2124,905,0,601
1464410,24,1,1989,12,female,472,842,158,2156,1941,2156,1602,0,339
1392388,20,23,1993,9,female,322,896,672,1979,5573,1979,5369,0,204
1268781,17,16,1996,3,female,796,936,293,2887,937,29,254,2858,683
1760642,18,11,1995,6,female,32,890,557,3051,1714,250,802,2801,912
1793807,22,12,1991,6,female,378,954,314,2527,1949,123,1042,2404,907
1531922,18,6,1995,3,female,219,867,530,2578,1415,1467,911,1111,504
1207948,20,3,1993,3,female,319,868,619,2961,598,2129,333,832,265
1488469,42,20,1971,11,female,641,967,383,2644,928,1076,337,1568,591
1793964,14,18,1999,5,female,815,958,327,3168,4146,2024,3678,1144,468
1567231,19,26,1994,7,female,363,877,444,3198,1962,1927,918,1271,1044
2066050,26,2,1987,4,male,640,888,577,2402,1472,699,497,1703,975
1302319,28,15,1985,11,female,942,850,323,2745,1870,1452,526,1293,1344
1655748,41,12,1972,11,female,1610,930,471,2796,2069,1854,1106,942,963
1433932,21,30,1992,10,female,711,913,118,2962,4623,1366,2459,1596,2164
1723827,18,15,1995,5,male,1246,866,647,2855,668,2640,459,215,209
1858404,18,20,1995,9,male,242,842,594,2954,1383,2304,512,650,871
1549890,21,5,1992,5,female,190,975,141,3357,3744,2503,2485,854,1259
1061641,40,21,1973,1,female,715,909,386,2382,3203,1949,1529,433,1674
1328744,16,14,1997,3,female,255,888,424,2522,4308,2108,2489,414,1819
1343471,18,4,1995,9,female,260,922,548,2932,5300,2504,4182,428,1118
1453972,25,8,1988,12,female,1544,886,495,3387,5380,3051,3544,336,1836
1178301,16,27,1997,5,male,441,962,854,2408,395,2408,300,0,95
1405193,27,17,1986,8,male,735,872,779,3044,117,3044,108,0,9
1605384,18,29,1995,8,female,319,839,245,2504,1352,2504,1169,0,183
1121810,21,25,1992,5,female,289,961,657,2898,1136,2898,1056,0,80
1174089,28,28,1985,6,female,421,980,411,3204,914,3204,645,0,269
2153948,30,28,1983,2,female,436,878,372,2468,4084,2468,3458,0,626
1045753,17,26,1996,6,male,297,984,655,6033,749,0,43,6033,706
1122131,14,10,1999,4,male,337,978,263,3839,4583,420,1790,3419,2793
1492196,18,2,1995,10,female,494,934,361,4757,5310,596,1468,4161,3842
1801148,20,21,1993,5,female,761,909,110,6170,5862,1007,4783,5163,1079
2000518,26,16,1987,11,female,747,854,386,9013,7927,1728,4254,7285,3673
1178137,18,24,1995,1,female,441,968,590,4521,3011,1100,947,3421,2064
2060817,18,9,1995,6,female,698,846,473,7382,4897,2998,3666,4384,1231
1237688,20,16,1993,12,female,337,853,353,4372,2868,1901,1849,2471,1019
2083921,23,1,1990,9,male,736,867,684,7151,5574,2452,1058,4699,4516
1359467,19,11,1994,6,female,173,869,385,3888,9403,1682,4597,2206,4806
1587929,15,14,1998,8,male,344,977,731,3651,2053,3510,1936,141,117
1710783,20,2,1993,11,male,1389,936,578,3718,957,2729,684,989,273
1140783,23,19,1990,9,female,112,840,769,4105,1741,3259,912,846,829
1535233,25,31,1988,10,male,407,929,739,4654,1862,3887,1381,767,481
1486893,31,2,1982,4,male,361,887,713,6895,4189,6575,2353,320,1836
1123124,17,17,1996,11,male,553,970,620,9116,11226,8546,8274,570,2952
2064896,16,7,1997,9,female,95,856,612,12848,9615,11921,7798,927,1817
1545563,17,4,1996,9,male,44,921,664,4415,2953,4303,2305,112,648
1178386,19,20,1994,8,female,359,941,434,4840,3301,4056,2019,784,1282
1086468,22,4,1991,8,male,458,880,314,10850,9087,10454,4399,396,4688
1730595,23,26,1990,8,female,80,914,607,4068,2834,3788,2294,280,540
1326675,16,29,1997,11,male,623,871,578,5490,2468,5487,1853,3,615
2157909,18,4,1995,8,male,448,900,868,3991,1307,3990,753,1,554
1751505,20,31,1993,3,male,501,983,640,6112,1616,6112,1308,0,308
1397067,26,5,1987,9,male,427,942,586,5443,1100,5443,1008,0,92
2155467,28,10,1985,10,female,248,836,411,5445,1910,5445,1335,0,575
1218924,34,4,1979,5,female,349,911,38,3722,1091,3722,947,0,144
1494855,22,9,1991,7,female,420,934,827,6977,7296,6977,4806,0,2490
1035448,30,15,1983,6,female,275,908,242,4480,6363,4480,5727,0,636
1116097,22,13,1991,5,male,455,1041,624,104,73,59,34,45,39
1759993,25,12,1988,1,male,427,1135,1072,101,224,101,170,0,54
1968209,15,1,1998,11,male,643,1034,874,106,75,2,7,104,68
1132626,19,23,1994,11,male,1360,1158,1036,108,67,33,7,75,60
1463917,15,23,1998,3,female,361,1114,151,107,80,100,24,7,56
1796778,20,16,1993,7,female,1319,1118,485,107,256,88,194,19,62
2190678,24,12,1989,3,female,281,1062,277,108,120,108,113,0,7
1704701,18,30,1995,1,male,642,1126,444,113,143,0,33,113,110
1744210,41,29,1972,8,male,509,1083,934,113,62,112,51,1,11
1456425,27,6,1986,6,male,399,1101,881,112,84,112,59,0,25
1680478,17,19,1996,7,male,274,1037,898,112,200,112,120,0,80
1321359,25,4,1988,7,male,1337,1122,620,112,309,112,276,0,33
1355404,18,31,1995,7,male,1022,1001,863,117,289,112,194,5,95
1872024,19,1,1994,6,female,516,1018,491,122,279,0,154,122,125
1361995,14,13,1999,5,female,273,1070,86,120,159,83,105,37,54
1302746,15,10,1998,1,male,970,1216,797,124,610,74,268,50,342
1604787,26,13,1987,4,female,472,1157,535,124,47,124,40,0,7
1243677,16,19,1997,4,male,1221,1207,758,123,129,123,63,0,66
1966844,15,2,1998,8,female,503,1110,658,123,563,123,428,0,135
1806670,17,4,1996,4,female,597,1264,241,121,319,121,243,0,76
1860560,16,20,1997,3,female,583,1021,683,127,109,2,10,125,99
1017110,17,29,1996,10,male,397,1100,935,128,118,5,51,123,67
1129287,14,22,1999,2,female,522,1035,668,130,177,73,98,57,79
1278156,16,6,1997,9,female,610,1056,663,129,518,86,189,43,329
2061318,19,16,1994,10,female,535,1197,734,127,346,87,223,40,123
1018557,20,21,1993,7,female,1308,1055,163,130,833,60,312,70,521
1540624,20,13,1993,10,male,826,1119,825,128,237,127,155,1,82
1256890,18,8,1995,2,male,347,1048,909,129,133,129,93,0,40
2170832,17,6,1996,11,female,721,1136,430,135,110,45,49,90,61
1942278,16,17,1997,12,female,171,1048,440,134,100,102,39,32,61
1021423,18,15,1995,5,male,506,1003,655,134,195,134,131,0,64
1147187,18,28,1995,12,female,693,1067,596,132,340,132,272,0,68
1391818,16,7,1997,8,female,335,1021,589,140,503,2,383,138,120
1398084,19,12,1994,5,female,618,1009,325,143,347,91,137,52,210
2155100,22,24,1991,11,female,1601,1126,331,143,281,117,126,26,155
1787186,14,10,1999,5,female,321,1019,811,148,156,24,54,124,102
2036528,19,7,1994,1,female,766,1094,535,145,757,145,533,0,224
